Use Case,Status,Price,Discount code,Pain,Loss Reason,Source,City,Created Year,Created Month,Close Year,Close Month
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2019,11,2019,11
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,New York,2019,11,2019,11
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,financial control,not target,Inbound,Los Angeles,2019,11,2019,11
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,11,2019,11
Corporate Events,Closed Lost,0.0,2SEMESTERS20OFF,quality of delivery,no product fit,Inbound,Chicago,2019,11,2019,11
Corporate Events,Closed Won,150.0,QUARTERLY75OFF,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,324.0,10OFFREDUCED,operations,not target,Outbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,300.0,SAVEMONTH50SPECIAL,operations,not target,Outbound,San Francisco,2019,11,2019,11
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,quality of delivery,not target,Outbound,Chicago,2019,11,2019,11
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,9,2020,1
Corporate Events,Closed Lost,0.0,2SEMESTERS20OFF,financial control,not target,Outbound,Chicago,2019,11,2019,11
Corporate Events,Closed Lost,0.0,2SEMESTERS20OFF,financial control,no response,Inbound,Chicago,2019,12,2019,12
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,11,2020,1
Corporate Events,Closed Won,324.0,10OFFREDUCED,quality of delivery,not target,Inbound,San Francisco,2019,11,2019,11
Corporate Events,Other,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2020,9,2020,10
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,quality of delivery,not target,Outbound,San Francisco,2019,11,2020,1
Corporate Events,Closed Won,240.0,MONTH50REBATE,financial control,not target,Inbound,San Antonio,2019,12,2019,12
Corporate Events,Closed Lost,324.0,10OFFREDUCED,operations,no product fit,Inbound,Chicago,2019,11,2019,11
Sports Events,Closed Lost,120.0,MONTH75SAVINGS,operations,no response,Inbound,Chicago,2019,12,2019,12
Educational Seminars,Closed Lost,300.0,SAVEMORE50,operations,lost to competitor,Outbound,San Diego,2019,12,2020,4
Sports Events,Closed Lost,150.0,CUTBACK75SPECIAL,financial control,no product fit,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Lost,300.0,MONTH50CUTBACK,operations,not target,Outbound,Chicago,2019,11,2019,11
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Lost,1008.0,RENEW30YEARLY,operations,lost to competitor,Inbound,Denver,2019,12,2019,12
Educational Seminars,Closed Lost,1344.0,ANNUAL30BONUS,quality of delivery,no product fit,Inbound,San Francisco,2019,12,2019,12
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,quality of delivery,not target,Outbound,New York,2019,11,2020,1
Corporate Events,Closed Won,324.0,10OFFREDUCED,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Other,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2020,1,2020,3
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,San Francisco,2019,10,2020,1
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,11,2020,1
Sports Events,Closed Lost,360.0,DISCOUNT25QUICK,quality of delivery,no budget,Outbound,San Antonio,2019,12,2019,12
Corporate Events,Closed Won,960.0,ANNUAL60DEAL,operations,not target,Inbound,Chicago,2019,11,2019,11
Educational Seminars,Closed Lost,150.0,CUTBACK75SPECIAL,financial control,price,Inbound,Chicago,2019,1,2019,2
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,financial control,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,price,Outbound,Chicago,2019,10,2019,11
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,12,2020,1
Corporate Events,Closed Won,600.0,PROMOTIONCODE,operations,not target,Outbound,San Francisco,2019,12,2019,12
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,financial control,not target,Outbound,San Francisco,2019,11,2020,1
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Outbound,Jacksonville,2019,12,2019,12
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,quality of delivery,not target,Inbound,Jacksonville,2019,11,2019,11
Corporate Events,Closed Lost,960.0,ANNUAL60DEAL,time saving,no response,Inbound,San Francisco,2019,12,2019,12
Corporate Events,Closed Won,150.0,ECONOMY75DISCOUNT,financial control,not target,Inbound,Chicago,2019,7,2019,7
Sports Events,Closed Won,1008.0,RENEWYEAR30,operations,not target,Outbound,Chicago,2019,11,2019,11
Corporate Events,Closed Lost,1344.0,YEARLY30PROMO,operations,lost to competitor,Inbound,San Francisco,2019,12,2019,12
Corporate Events,Other,300.0,MONTH50CUTBACK,operations,not target,Inbound,Chicago,2020,9,2020,9
Educational Seminars,Closed Won,768.0,HALFYEAR20G,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,financial control,no product fit,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,200.0,SAVEMONTH50SPECIAL,operations,not target,Inbound,Chicago,2020,3,2020,3
Sports Events,Closed Won,240.0,SAVEMONTH50G,operations,not target,Inbound,Chicago,2020,9,2020,9
Educational Seminars,Other,300.0,SAVEMORE50,operations,not target,Inbound,Chicago,2020,9,2020,9
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Outbound,Philadelphia,2019,12,2019,12
Sports Events,Closed Won,960.0,YEARLY60,financial control,not target,Outbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,600.0,PROMOTIONCODE,operations,not target,Inbound,Los Angeles,2020,9,2020,10
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Outbound,Chicago,2019,12,2019,12
Educational Seminars,Closed Won,768.0,HALFYEAR20G,financial control,not target,Inbound,Chicago,2020,3,2020,3
Sports Events,Closed Won,360.0,25GIFT,quality of delivery,not target,Inbound,San Jose,2020,3,2020,4
Corporate Events,Closed Won,240.0,MONTH50REBATE,financial control,not target,Inbound,Chicago,2018,11,2019,3
Sports Events,Closed Won,576.0,HALFSEASON20G,financial control,not target,Inbound,Fort Worth,2018,12,2018,12
Educational Seminars,Closed Won,1008.0,RENEWYEAR30,quality of delivery,not target,Inbound,Chicago,2019,7,2019,7
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,not target,Outbound,New York,2018,6,2018,8
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,7,2018,7
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,financial control,not target,Outbound,Chicago,2018,7,2018,7
Sports Events,Closed Lost,960.0,2SEMESTERS20OFF,financial control,no response,Inbound,Chicago,2018,7,2018,9
Educational Seminars,Closed Won,768.0,HALFYEAR20G,quality of delivery,not target,Inbound,Chicago,2018,7,2018,9
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,7,2018,7
Corporate Events,Closed Won,450.0,TRIALFREE,financial control,not target,Outbound,San Francisco,2018,7,2018,12
Educational Seminars,Closed Won,576.0,HALFSEASON20G,operations,not target,Inbound,Chicago,2018,7,2018,7
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,San Francisco,2018,7,2018,7
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,no response,Outbound,Jacksonville,2018,7,2018,7
Corporate Events,Closed Won,960.0,SEMESTER20DEALAGAIN,operations,not target,Outbound,Chicago,2018,7,2018,7
Corporate Events,Closed Won,14870.0,ECONOMY75DISCOUNT,operations,not target,Inbound,Chicago,2018,7,2018,7
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2018,7,2018,7
Educational Seminars,Closed Lost,200.0,SAVEMONTH50SPECIAL,financial control,lost to competitor,Inbound,Chicago,2018,1,2018,2
Corporate Events,Closed Lost,200.0,SAVINGSLIGHT,operations,no response,Inbound,Chicago,2018,1,2018,6
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,quality of delivery,not target,Inbound,Chicago,2018,1,2018,1
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2018,1,2018,2
Corporate Events,Other,960.0,SEMESTER20DEALAGAIN,operations,not target,Inbound,Chicago,2018,1,2018,1
Educational Seminars,Closed Lost,600.0,2SEMESTERS20OFF,financial control,no response,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Lost,360.0,2SEMESTERS20OFF,quality of delivery,no response,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,quality of delivery,not target,Inbound,Chicago,2018,6,2018,6
Sports Events,Closed Won,1008.0,RENEWYEAR30,financial control,not target,Inbound,Chicago,2018,6,2018,6
Sports Events,Closed Lost,240.0,SAVEMONTH50G,operations,price,Inbound,Chicago,2018,6,2018,6
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Won,32396.0,10OFFREDUCED,quality of delivery,not target,Inbound,Seattle,2018,6,2018,6
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2018,6,2018,6
Sports Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Lost,324.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,11,2018,9
Sports Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,no response,Outbound,Chicago,2018,11,2018,8
Corporate Events,Closed Lost,360.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,11,2018,9
Corporate Events,Closed Lost,1344.0,YEARLY30PROMO,financial control,lost to competitor,Inbound,Chicago,2018,11,2018,9
Corporate Events,Closed Lost,200.0,SAVINGSLIGHT,operations,lost to competitor,Inbound,San Francisco,2018,11,2018,8
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2018,11,2018,8
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,time saving,no product fit,Inbound,Chicago,2018,11,2018,11
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2018,11,2018,12
Educational Seminars,Closed Lost,0.0,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2018,6,2018,6
Corporate Events,Other,576.0,2SEMESTERS20SALE,operations,not target,Inbound,Chicago,2018,6,2018,6
Sports Events,Closed Won,240.0,SAVEMONTH50G,operations,not target,Inbound,Chicago,2018,6,2018,1
Sports Events,Other,360.0,DISCOUNT25QUICK,financial control,not target,Inbound,Chicago,2018,6,2018,6
Educational Seminars,Closed Won,14876.0,MONTH75SPECIAL,financial control,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Won,1680.0,YEARLY30DISCOUNT,operations,not target,Inbound,Chicago,2018,6,2018,6
Sports Events,Closed Lost,200.0,HALFYEAR20G,operations,price,Outbound,Chicago,2018,6,2018,6
Sports Events,Other,500.0,MINIMALIST,operations,not target,Inbound,Chicago,2018,6,2018,8
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Lost,200.0,SEMESTER20MINI,operations,no response,Inbound,San Diego,2018,6,2018,3
Educational Seminars,Closed Won,1344.0,ANNUAL30BONUS,operations,not target,Inbound,Chicago,2018,7,2018,7
Corporate Events,Closed Won,300.0,SAVEMONTH50SPECIAL,operations,not target,Inbound,Chicago,2018,7,2018,8
Educational Seminars,Closed Lost,1344.0,2SEMESTERS20OFF,financial control,lost to competitor,Inbound,Chicago,2018,7,2018,9
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,no response,Inbound,San Francisco,2018,8,2018,12
Corporate Events,Closed Won,450.0,TRIALFREE,quality of delivery,not target,Inbound,Columbus,2018,8,2018,8
Sports Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,price,Inbound,Chicago,2018,8,2018,9
Corporate Events,Closed Won,360.0,SAVE25LESS,quality of delivery,not target,Inbound,Chicago,2018,8,2018,2
Corporate Events,Closed Lost,200.0,SHINE50,operations,not target,Outbound,San Jose,2018,8,2018,9
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,lost to competitor,Outbound,San Francisco,2018,8,2018,8
Educational Seminars,Closed Lost,576.0,HALFSEASON20G,operations,not target,Inbound,San Francisco,2018,7,2018,2
Corporate Events,Closed Won,960.0,ANNUAL60DEAL,operations,not target,Inbound,San Francisco,2018,7,2018,7
Sports Events,Closed Won,150.0,CUTBACK75SPECIAL,operations,not target,Inbound,Philadelphia,2018,7,2018,7
Corporate Events,Closed Won,324.0,10OFFREDUCED,operations,not target,Inbound,Chicago,2018,7,2018,7
Corporate Events,Closed Lost,960.0,ANNUAL60DEAL,operations,not target,Inbound,New York,2018,7,2018,4
Educational Seminars,Closed Won,240.0,SAVEMONTH50G,financial control,not target,Inbound,Chicago,2018,7,2019,11
Educational Seminars,Closed Won,768.0,HALFYEAR20G,financial control,not target,Inbound,Chicago,2018,7,2018,4
Sports Events,Closed Won,324.0,SLASH10,operations,not target,Inbound,Chicago,2018,7,2018,7
Corporate Events,Other,360.0,2SEMESTERS20OFF,operations,not target,Outbound,Phoenix,2018,7,2018,7
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,financial control,no response,Inbound,Chicago,2018,7,2018,7
Sports Events,Closed Lost,200.0,ECONOMY50SPECIAL,operations,no budget,Inbound,Chicago,2018,1,2018,10
Sports Events,Closed Lost,450.0,SAVEQUARTER25,operations,no response,Inbound,Chicago,2018,1,2018,7
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2018,1,2018,1
Corporate Events,Closed Lost,360.0,2SEMESTERS20OFF,quality of delivery,lost to competitor,Inbound,Austin,2018,1,2018,6
Corporate Events,Closed Lost,360.0,SAVE25LESS,operations,price,Inbound,Chicago,2018,1,2018,6
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,price,Inbound,San Diego,2018,6,2018,6
Sports Events,Closed Won,240.0,SAVEMONTH50G,operations,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Won,600.0,PROMOTIONCODE,quality of delivery,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2018,6,2018,6
Educational Seminars,Closed Lost,200.0,SAVINGSLIGHT,operations,no response,Inbound,Chicago,2018,6,2018,8
Corporate Events,Closed Won,960.0,SEMESTER20DEALAGAIN,quality of delivery,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,San Francisco,2019,7,2019,10
Corporate Events,Closed Won,32396.0,10OFFREDUCED,operations,not target,Inbound,Chicago,2018,6,2018,6
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,operations,no product fit,Inbound,San Francisco,2018,11,2018,11
Corporate Events,Closed Won,960.0,SEMESTER20DEALAGAIN,operations,not target,Inbound,Chicago,2018,12,2018,12
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,12,2018,12
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Outbound,Chicago,2018,12,2018,12
Corporate Events,Closed Won,360.0,SAVE25LESS,financial control,not target,Inbound,Chicago,2018,12,2018,12
Corporate Events,Closed Lost,200.0,LITEDEAL,quality of delivery,no response,Inbound,Chicago,2018,12,2018,8
Corporate Events,Closed Won,960.0,ANNUAL60DEAL,operations,not target,Inbound,Chicago,2018,12,2018,8
Corporate Events,Closed Won,0.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,6,2018,6
Sports Events,Closed Lost,140.0,2SEMESTERS20OFF,financial control,no response,Inbound,San Francisco,2018,6,2018,6
Corporate Events,Closed Lost,200.0,SEMESTER20MINI,operations,price,Inbound,Chicago,2018,6,2018,6
Educational Seminars,Closed Won,1344.0,ANNUAL30BONUS,quality of delivery,not target,Inbound,San Jose,2018,6,2018,6
Corporate Events,Closed Won,150.0,QUARTERLY75OFF,operations,not target,Inbound,San Francisco,2018,6,2018,6
Corporate Events,Closed Lost,1350.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,6,2018,7
Corporate Events,Closed Lost,1500.0,PROMOTIONCODE,quality of delivery,no decision,Inbound,Chicago,2018,6,2018,7
Corporate Events,Closed Won,960.0,ANNUAL60DEAL,financial control,not target,Inbound,San Francisco,2018,6,2018,6
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,San Diego,2018,6,2018,6
Corporate Events,Closed Won,960.0,SEMESTER20DEALAGAIN,operations,not target,Inbound,Chicago,2018,6,2018,6
Educational Seminars,Closed Lost,1008.0,2SEMESTERS20OFF,quality of delivery,no response,Outbound,Charlotte,2018,8,2018,7
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,quality of delivery,not target,Inbound,Chicago,2018,8,2018,8
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,8,2018,8
Corporate Events,Closed Lost,200.0,SAVINGSLIGHT,operations,lost to competitor,Inbound,Chicago,2018,8,2018,12
Corporate Events,Closed Lost,576.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,8,2018,7
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2018,8,2018,8
Corporate Events,Closed Won,450.0,TRIALFREE,operations,not target,Inbound,Seattle,2018,8,2018,8
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2018,8,2018,9
Corporate Events,Closed Lost,576.0,SEVENTYFIVEANNUAL,operations,price,Inbound,Chicago,2018,8,2018,7
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Outbound,San Francisco,2018,8,2018,8
Corporate Events,Closed Won,360.0,DISCOUNT25QUICK,operations,not target,Inbound,Chicago,2018,9,2018,12
Educational Seminars,Closed Lost,1344.0,ANNUAL30BONUS,financial control,lost to competitor,Inbound,Chicago,2018,7,2018,7
Educational Seminars,Closed Won,150.0,MONTH75SPECIAL,operations,not target,Inbound,Chicago,2018,7,2018,7
Educational Seminars,Closed Won,324.0,SLASH10,quality of delivery,not target,Inbound,Chicago,2018,7,2018,7
Sports Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,7,2018,7
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,operations,no response,Outbound,Chicago,2018,7,2018,7
Corporate Events,Closed Lost,240.0,MONTH50REBATE,operations,not target,Inbound,San Diego,2018,7,2018,3
Corporate Events,Closed Won,14876.0,ECONOMY75DISCOUNT,operations,not target,Inbound,Chicago,2018,7,2018,7
Corporate Events,Closed Won,360.0,SAVE25LESS,quality of delivery,not target,Inbound,Chicago,2018,1,2018,2
Sports Events,Closed Won,240.0,ECONOMY50GIFT,operations,not target,Inbound,Chicago,2018,1,2018,6
Educational Seminars,Closed Lost,324.0,2SEMESTERS20OFF,quality of delivery,lost to competitor,Inbound,Los Angeles,2018,1,2018,6
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,quality of delivery,price,Inbound,Chicago,2018,1,2018,1
Corporate Events,Closed Won,240.0,DISCOUNT50POWER,operations,not target,Inbound,Washington,2018,1,2018,2
Corporate Events,Closed Lost,240.0,MONTH50REBATE,quality of delivery,no response,Inbound,Chicago,2018,2,2018,7
Educational Seminars,Closed Won,960.0,YEARLY60,operations,not target,Inbound,Chicago,2018,2,2018,2
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,price,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Lost,324.0,2SEMESTERS20OFF,operations,other,Inbound,Chicago,2018,6,2018,6
Sports Events,Closed Won,51744.0,DOUBLE25SAVING,operations,not target,Inbound,Chicago,2018,6,2018,6
Educational Seminars,Other,360.0,DISCOUNT25QUICK,operations,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,San Francisco,2018,12,2018,8
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,12,2018,12
Corporate Events,Closed Lost,240.0,DISCOUNT50POWER,operations,not target,Inbound,Chicago,2018,8,2018,8
Corporate Events,Closed Lost,450.0,TRIALFREE,operations,lost to competitor,Outbound,Chicago,2018,8,2018,10
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,8,2018,8
Sports Events,Closed Lost,200.0,SAVINGSLIGHT,operations,no budget,Inbound,Chicago,2018,8,2018,8
Corporate Events,Closed Lost,600.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,8,2018,8
Corporate Events,Other,324.0,10OFFREDUCED,operations,not target,Inbound,Chicago,2018,8,2018,8
Sports Events,Closed Won,14876.0,MONTH75SPECIAL,operations,not target,Inbound,San Francisco,2018,8,2018,9
Corporate Events,Closed Lost,324.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,6,2018,9
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Other,768.0,2SEMESTERS20OFF,quality of delivery,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Won,240.0,MONTH50REBATE,quality of delivery,not target,Outbound,San Jose,2018,6,2018,6
Corporate Events,Closed Lost,150.0,ECONOMY75DISCOUNT,financial control,no budget,Inbound,Denver,2018,6,2018,6
Educational Seminars,Closed Won,960.0,YEARLY60,operations,not target,Inbound,San Diego,2018,6,2018,6
Corporate Events,Closed Won,720.0,4SEMESTERS40DEAL,operations,not target,Inbound,San Francisco,2018,6,2018,6
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,San Francisco,2018,6,2018,6
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,no budget,Outbound,Chicago,2018,6,2018,6
Educational Seminars,Closed Won,14870.0,MONTH75SPECIAL,quality of delivery,not target,Outbound,Chicago,2018,9,2018,9
Sports Events,Closed Won,150.0,MONTH75SPECIAL,financial control,not target,Inbound,Chicago,2018,9,2018,9
Corporate Events,Closed Won,14876.0,ECONOMY75DISCOUNT,operations,not target,Inbound,Chicago,2018,9,2018,7
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,quality of delivery,no response,Inbound,Chicago,2018,9,2018,7
Corporate Events,Closed Lost,324.0,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2018,7,2018,9
Educational Seminars,Closed Won,768.0,HALFYEAR20G,operations,not target,Inbound,Chicago,2018,7,2018,7
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,operations,not target,Inbound,Chicago,2018,7,2018,2
Sports Events,Closed Won,1344.0,ANNUAL30BONUS,quality of delivery,not target,Inbound,Chicago,2018,7,2018,7
Sports Events,Closed Lost,32396.0,SLASH10,operations,price,Inbound,Chicago,2018,7,2018,8
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2018,7,2018,7
Educational Seminars,Closed Lost,240.0,2SEMESTERS20OFF,financial control,no product fit,Outbound,Chicago,2018,7,2018,7
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,7,2018,7
Sports Events,Closed Won,133594.0,ANNUAL30BONUS,time saving,not target,Inbound,Chicago,2018,7,2018,7
Educational Seminars,Closed Lost,240.0,2SEMESTERS20OFF,financial control,no decision,Inbound,Chicago,2018,7,2018,7
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2018,7,2018,7
Corporate Events,Closed Lost,360.0,SAVE25LESS,operations,not target,Inbound,Chicago,2018,2,2018,10
Sports Events,Closed Won,768.0,HALFYEAR20G,time saving,not target,Inbound,Chicago,2018,2,2018,9
Corporate Events,Closed Won,450.0,TRIALFREE,operations,not target,Inbound,Chicago,2018,2,2018,4
Corporate Events,Closed Won,1680.0,YEARLY30DISCOUNT,operations,not target,Outbound,San Francisco,2018,2,2018,2
Corporate Events,Other,240.0,DISCOUNT50POWER,quality of delivery,not target,Inbound,Chicago,2018,2,2018,2
Educational Seminars,Closed Won,960.0,YEARLY60,operations,not target,Inbound,Chicago,2018,3,2018,6
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,New York,2018,3,2018,3
Corporate Events,Closed Lost,150.0,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2018,3,2018,4
Corporate Events,Closed Won,960.0,ANNUAL60DEAL,operations,not target,Inbound,Chicago,2018,3,2018,9
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,operations,not target,Inbound,Chicago,2018,3,2018,11
Corporate Events,Closed Lost,324.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,3,2018,6
Corporate Events,Closed Won,600.0,2SEMESTERS20OFF,operations,not target,Inbound,San Francisco,2018,3,2018,3
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,financial control,lost to competitor,Inbound,Chicago,2018,6,2018,7
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,quality of delivery,not target,Inbound,Indianapolis,2018,6,2018,6
Corporate Events,Closed Won,240.0,MONTH50REBATE,quality of delivery,not target,Inbound,New York,2018,6,2018,6
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,quality of delivery,price,Inbound,Chicago,2018,6,2018,7
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,6,2018,6
Sports Events,Closed Lost,200.0,2SEMESTERS20OFF,financial control,price,Inbound,Washington,2018,6,2018,6
Corporate Events,Closed Won,1680.0,YEARLY30DISCOUNT,quality of delivery,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Lost,18150.0,2SEMESTERS20OFF,quality of delivery,no product fit,Inbound,Chicago,2018,6,2018,6
Sports Events,Closed Lost,324.0,2SEMESTERS20OFF,financial control,lost to competitor,Inbound,Charlotte,2018,6,2018,6
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2018,8,2018,8
Corporate Events,Closed Won,600.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,8,2018,8
Sports Events,Closed Won,768.0,HALFYEAR20G,operations,not target,Inbound,Chicago,2018,8,2018,8
Corporate Events,Closed Won,150.0,ECONOMY75DISCOUNT,operations,not target,Inbound,Chicago,2018,6,2018,6
Corporate Events,Closed Lost,240.0,DISCOUNT50POWER,financial control,no product fit,Inbound,Chicago,2018,6,2018,7
