Use Case,Status,Price,Discount code,Pain,Loss Reason,Source,City,Created Year,Created Month,Close Year,Close Month
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,10,2019,3
Educational Seminars,Closed Won,768.0,HALFYEAR20G,financial control,not target,Inbound,Chicago,2019,10,2019,10
Sports Events,Closed Won,768.0,HALFYEAR20G,quality of delivery,not target,Outbound,Fort Worth,2019,10,2019,10
Sports Events,Closed Won,360.0,25GIFT,operations,not target,Inbound,San Diego,2019,10,2019,11
Educational Seminars,Closed Won,576.0,HALFSEASON20G,operations,not target,Inbound,Chicago,2019,10,2019,10
Sports Events,Closed Won,324.0,SLASH10,operations,not target,Inbound,Chicago,2019,10,2019,3
Educational Seminars,Closed Won,360.0,25GIFT,quality of delivery,not target,Inbound,Chicago,2019,3,2019,7
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,10,2019,10
Sports Events,Closed Lost,360.0,DISCOUNT25QUICK,operations,no product fit,Outbound,San Francisco,2019,4,2019,8
Sports Events,Closed Lost,576.0,2SEMESTERS20SALE,operations,lost to competitor,Inbound,Columbus,2019,10,2019,10
Educational Seminars,Closed Lost,240.0,ECONOMY50GIFT,operations,no product fit,Outbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,10,2019,10
Educational Seminars,Closed Won,768.0,HALFYEAR20G,quality of delivery,not target,Outbound,Charlotte,2019,10,2019,10
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,quality of delivery,not target,Outbound,San Francisco,2019,2,2019,2
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,financial control,not target,Inbound,Chicago,2019,4,2020,1
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,operations,no response,Outbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2019,10,2019,10
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Indianapolis,2019,10,2019,10
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,3,2019,10
Educational Seminars,Closed Lost,300.0,ECONOMY50SPECIAL,operations,lost to competitor,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Outbound,Chicago,2019,10,2019,10
Educational Seminars,Other,360.0,25GIFT,financial control,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,240.0,MONTH50REBATE,financial control,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Lost,360.0,MONTHSAVE25DEAL,operations,no response,Inbound,Chicago,2019,10,2019,10
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,operations,lost to competitor,Outbound,San Diego,2019,10,2019,10
Sports Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,San Diego,2019,2,2020,1
Corporate Events,Closed Lost,324.0,10OFFREDUCED,quality of delivery,no product fit,Outbound,San Antonio,2019,4,2019,11
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Outbound,Chicago,2019,10,2019,10
Corporate Events,Closed Lost,360.0,MONTHSAVE25DEAL,operations,no product fit,Outbound,San Francisco,2019,10,2019,10
Corporate Events,Closed Won,0.0,GIVEAWAYFREE,operations,not target,Outbound,Chicago,2019,2,2019,11
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,San Francisco,2019,10,2019,10
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Outbound,Chicago,2019,10,2019,10
Corporate Events,Other,360.0,MONTHSAVE25DEAL,financial control,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Lost,240.0,DISCOUNT50POWER,operations,not target,Outbound,Chicago,2019,10,2019,10
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,2,2020,1
Educational Seminars,Closed Won,768.0,HALFYEAR20G,operations,not target,Inbound,Chicago,2019,2,2019,2
Corporate Events,Closed Lost,324.0,10OFFREDUCED,financial control,no product fit,Outbound,Chicago,2019,4,2019,4
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,10,2019,11
Corporate Events,Closed Lost,0.0,2SEMESTERS20OFF,operations,lost to competitor,Outbound,Phoenix,2019,2,2019,2
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Lost,360.0,MONTHSAVE25DEAL,operations,no response,Inbound,Jacksonville,2019,10,2019,10
Corporate Events,Closed Lost,0.0,2SEMESTERS20OFF,operations,no product fit,Outbound,Chicago,2019,4,2019,9
Educational Seminars,Closed Lost,960.0,YEARLY60,quality of delivery,lost to competitor,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,quality of delivery,no response,Inbound,Seattle,2019,2,2019,11
Sports Events,Closed Won,120.0,MONTH75SAVINGS,operations,not target,Outbound,San Antonio,2019,3,2019,4
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,3,2019,3
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2019,10,2019,10
Educational Seminars,Closed Won,300.0,SAVEMORE50,operations,not target,Inbound,Chicago,2019,3,2019,8
Corporate Events,Closed Lost,120.0,3QUARTERS75CUT,financial control,not target,Inbound,Seattle,2019,3,2019,11
Sports Events,Closed Lost,1344.0,ANNUAL30BONUS,operations,lost to competitor,Inbound,Chicago,2019,3,2019,8
Corporate Events,Closed Lost,300.0,SAVEMONTH50SPECIAL,financial control,price,Outbound,Seattle,2019,2,2019,11
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,San Francisco,2019,10,2019,10
Corporate Events,Closed Lost,300.0,MONTH50CUTBACK,quality of delivery,no response,Inbound,New York,2019,10,2019,10
Wedding Planning,Closed Lost,1303.7540329575022,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,10,2019,11
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,financial control,lost to competitor,Outbound,Chicago,2019,2,2019,11
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,2,2020,1
Corporate Events,Closed Won,120.0,3QUARTERS75CUT,operations,not target,Outbound,Chicago,2019,4,2019,4
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Outbound,Chicago,2019,3,2019,3
Corporate Events,Closed Won,1008.0,RENEW30YEARLY,operations,not target,Outbound,Chicago,2019,10,2019,10
Sports Events,Other,1303.7540329575022,2SEMESTERS20OFF,financial control,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,240.0,MONTH50REBATE,financial control,not target,Outbound,Indianapolis,2019,3,2019,3
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,financial control,not target,Outbound,San Francisco,2019,10,2019,10
Sports Events,Closed Lost,576.0,HALFSEASON20G,quality of delivery,no response,Inbound,Charlotte,2019,2,2019,11
Corporate Events,Other,0.0,2SEMESTERS20OFF,financial control,not target,Outbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Outbound,Chicago,2019,10,2019,10
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,quality of delivery,price,Inbound,Chicago,2019,10,2019,2
Educational Seminars,Closed Lost,1008.0,RENEWYEAR30,operations,no response,Inbound,Chicago,2019,3,2019,10
Sports Events,Closed Lost,324.0,SLASH10,operations,price,Inbound,Chicago,2019,10,2019,10
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,financial control,not target,Inbound,Chicago,2019,3,2020,1
Corporate Events,Closed Lost,0.0,2SEMESTERS20OFF,operations,no response,Outbound,Jacksonville,2019,10,2019,10
Educational Seminars,Closed Won,120.0,NOCOSTREG,financial control,not target,Inbound,Charlotte,2019,10,2019,7
Corporate Events,Closed Won,324.0,10OFFREDUCED,operations,not target,Inbound,Chicago,2019,10,2019,10
Educational Seminars,Other,200.0,2SEMESTERS20OFF,quality of delivery,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Lost,576.0,2SEMESTERS20SALE,quality of delivery,lost to competitor,Inbound,Chicago,2019,3,2019,8
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,2,2020,1
Corporate Events,Closed Won,300.0,MONTH50CUTBACK,operations,not target,Inbound,Washington,2019,10,2019,10
Corporate Events,Closed Lost,150.0,2SEMESTERS20OFF,operations,lost to competitor,Outbound,Columbus,2019,10,2019,10
Corporate Events,Closed Won,324.0,10OFFREDUCED,operations,not target,Inbound,Chicago,2019,10,2019,10
Educational Seminars,Closed Won,120.0,NOCOSTREG,quality of delivery,not target,Outbound,Chicago,2019,10,2019,7
Educational Seminars,Other,120.0,NOCOSTREG,operations,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,San Diego,2019,10,2019,10
Educational Seminars,Closed Lost,0.0,2SEMESTERS20OFF,financial control,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,300.0,SAVEMONTH50SPECIAL,quality of delivery,not target,Inbound,Chicago,2019,3,2019,3
Sports Events,Closed Won,1344.0,ANNUAL30BONUS,operations,not target,Inbound,Chicago,2019,10,2019,10
Educational Seminars,Closed Lost,45744.0,FULLYEAR75G,quality of delivery,price,Outbound,Chicago,2019,3,2019,11
Sports Events,Closed Won,360.0,25GIFT,operations,not target,Outbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,Chicago,2019,3,2019,3
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,operations,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,300.0,SAVEMONTH50SPECIAL,operations,not target,Outbound,Chicago,2019,4,2019,8
Corporate Events,Closed Lost,150.0,2SEMESTERS20OFF,operations,price,Outbound,San Francisco,2019,10,2019,10
Educational Seminars,Closed Won,450.0,SAVEQUARTER25,quality of delivery,not target,Outbound,Chicago,2019,3,2019,10
Corporate Events,Closed Won,120.0,SEVENTYFIVEGIFT,operations,not target,Inbound,Chicago,2019,2,2019,2
Sports Events,Closed Lost,240.0,ECONOMY50GIFT,operations,no product fit,Inbound,San Diego,2019,4,2019,7
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,financial control,not target,Outbound,Fort Worth,2019,10,2019,10
Corporate Events,Closed Won,120.0,3QUARTERS75CUT,operations,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Outbound,San Francisco,2019,10,2019,2
Educational Seminars,Closed Won,960.0,YEARLY60,quality of delivery,not target,Outbound,San Francisco,2019,2,2019,2
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,quality of delivery,not target,Inbound,Washington,2019,2,2019,2
Educational Seminars,Closed Won,240.0,SAVEMONTH50G,quality of delivery,not target,Outbound,Chicago,2019,10,2019,10
Educational Seminars,Closed Lost,150.0,CUTBACK75SPECIAL,financial control,no budget,Inbound,Chicago,2019,10,2019,4
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,Chicago,2019,4,2019,4
Corporate Events,Closed Lost,360.0,SAVE25LESS,operations,not target,Outbound,Chicago,2019,10,2019,10
Sports Events,Closed Won,240.0,SAVEMONTH50G,operations,not target,Outbound,Chicago,2019,10,2019,11
Sports Events,Other,360.0,25GIFT,operations,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,240.0,MONTH50REBATE,financial control,not target,Inbound,Chicago,2019,2,2019,2
Corporate Events,Other,324.0,10OFFREDUCED,operations,not target,Inbound,San Francisco,2019,10,2019,10
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Houston,2019,4,2019,4
Educational Seminars,Closed Won,960.0,YEARLY60,financial control,not target,Outbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,150.0,QUARTERLY75OFF,financial control,not target,Inbound,Jacksonville,2019,10,2019,10
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Indianapolis,2019,10,2019,10
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,operations,not target,Inbound,Chicago,2019,10,2019,11
Corporate Events,Closed Won,240.0,SAVEMONTH50G,operations,not target,Outbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,150.0,QUARTERLY75OFF,operations,not target,Inbound,San Francisco,2019,10,2019,10
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2018,12,2018,12
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,financial control,not target,Inbound,Chicago,2018,12,2018,12
Corporate Events,Closed Lost,720.0,MONTHSAVE25DEAL,operations,price,Inbound,Fort Worth,2018,12,2018,12
Corporate Events,Closed Lost,960.0,ANNUAL60DEAL,operations,no response,Inbound,Chicago,2018,12,2018,12
Corporate Events,Closed Won,720.0,4SEMESTERS40DEAL,operations,not target,Inbound,Chicago,2018,12,2018,12
Educational Seminars,Closed Lost,1008.0,RENEWYEAR30,operations,lost to competitor,Inbound,Chicago,2018,12,2018,12
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Dallas,2018,12,2018,12
Educational Seminars,Closed Lost,240.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2018,12,2019,1
Corporate Events,Closed Won,300.0,MONTH50CUTBACK,operations,not target,Inbound,Dallas,2018,12,2018,12
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,Chicago,2018,12,2018,12
Sports Events,Closed Lost,150.0,2SEMESTERS20OFF,operations,no product fit,Inbound,Chicago,2019,3,2019,1
Corporate Events,Closed Won,768.0,HALFYEAR20G,operations,not target,Inbound,Chicago,2019,3,2019,3
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,3,2019,1
Sports Events,Closed Lost,180.0,2SEMESTERS20OFF,operations,price,Inbound,Chicago,2019,3,2019,3
Educational Seminars,Closed Lost,360.0,ECONOMY50SPECIAL,quality of delivery,no response,Inbound,Denver,2019,3,2018,12
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2019,3,2019,3
Educational Seminars,Closed Won,360.0,25GIFT,quality of delivery,not target,Inbound,Chicago,2019,1,2019,1
Sports Events,Closed Lost,1344.0,2SEMESTERS20OFF,operations,no response,Inbound,San Jose,2019,1,2019,1
Sports Events,Closed Won,240.0,SAVEMONTH50G,operations,not target,Inbound,Chicago,2019,1,2019,1
Sports Events,Closed Lost,576.0,HALFSEASON20G,operations,lost to competitor,Inbound,New York,2019,1,2019,2
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Columbus,2019,1,2019,1
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,1,2019,1
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2019,1,2019,1
Corporate Events,Closed Lost,150.0,QUARTERLY75OFF,operations,lost to competitor,Inbound,Chicago,2019,1,2019,1
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2018,12,2019,2
Educational Seminars,Closed Lost,240.0,2SEMESTERS20OFF,financial control,no response,Inbound,San Francisco,2018,12,2019,2
Educational Seminars,Closed Won,1344.0,ANNUAL30BONUS,quality of delivery,not target,Inbound,Chicago,2018,12,2018,12
Sports Events,Closed Lost,768.0,HALFYEAR20G,operations,no budget,Inbound,Chicago,2018,12,2019,1
Corporate Events,Closed Won,450.0,TRIALFREE,operations,not target,Inbound,Chicago,2018,12,2019,6
Corporate Events,Closed Won,240.0,DISCOUNT50POWER,operations,not target,Inbound,Chicago,2018,12,2018,12
Sports Events,Closed Won,576.0,HALFSEASON20G,operations,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,240.0,DISCOUNT50POWER,operations,not target,Inbound,Chicago,2019,10,2019,10
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,Chicago,2019,10,2019,2
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,San Jose,2019,2,2019,2
Corporate Events,Other,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Jacksonville,2019,2,2019,2
Educational Seminars,Other,200.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,2,2019,2
Sports Events,Closed Won,300.0,SAVEMORE50,operations,not target,Inbound,Denver,2019,2,2019,2
Educational Seminars,Closed Won,960.0,YEARLY60,quality of delivery,not target,Inbound,Chicago,2019,2,2019,2
Sports Events,Closed Lost,768.0,HALFYEAR20G,financial control,price,Inbound,Denver,2019,1,2019,1
Sports Events,Closed Lost,150.0,MONTH75SPECIAL,operations,price,Inbound,Chicago,2019,1,2019,1
Sports Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Seattle,2019,1,2019,1
Educational Seminars,Closed Lost,768.0,HALFYEAR20G,operations,lost to competitor,Inbound,Chicago,2019,1,2019,1
Corporate Events,Closed Won,1350.0,DOUBLESEMESTER50,operations,not target,Inbound,Chicago,2019,1,2019,1
Corporate Events,Closed Won,450.0,TRIALFREE,operations,not target,Inbound,Chicago,2019,1,2019,1
Educational Seminars,Other,360.0,GLOW20SEMESTER,operations,not target,Inbound,Chicago,2019,1,2019,1
Educational Seminars,Closed Lost,768.0,HALFYEAR20G,operations,no response,Inbound,Jacksonville,2019,1,2019,1
Sports Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,price,Inbound,Chicago,2018,2,2018,2
Sports Events,Closed Won,240.0,SAVEMONTH50G,operations,not target,Inbound,Chicago,2018,2,2018,9
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Outbound,Chicago,2018,2,2018,2
Corporate Events,Closed Won,240.0,MONTH50REBATE,financial control,not target,Inbound,Chicago,2018,2,2018,2
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,quality of delivery,lost to competitor,Inbound,Chicago,2018,3,2018,3
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,no response,Inbound,Indianapolis,2018,9,2018,9
Corporate Events,Closed Won,300.0,SAVEMONTH50SPECIAL,operations,not target,Outbound,Phoenix,2018,9,2018,9
Corporate Events,Other,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2018,9,2018,9
Sports Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,San Diego,2018,9,2018,11
Sports Events,Closed Won,240.0,DISCOUNT50POWER,operations,not target,Outbound,Chicago,2018,9,2018,9
Educational Seminars,Closed Lost,1008.0,2SEMESTERS20OFF,quality of delivery,price,Inbound,Chicago,2018,9,2018,5
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,9,2018,9
Corporate Events,Closed Won,150.0,QUARTERLY75OFF,operations,not target,Inbound,Chicago,2018,9,2018,9
Corporate Events,Closed Won,240.0,DISCOUNT50POWER,operations,not target,Inbound,Jacksonville,2018,9,2018,1
Corporate Events,Closed Lost,240.0,DISCOUNT50POWER,operations,not target,Inbound,San Francisco,2018,9,2019,1
Corporate Events,Closed Won,960.0,ANNUAL60DEAL,financial control,not target,Inbound,Washington,2018,9,2018,9
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,quality of delivery,no response,Inbound,Chicago,2018,9,2018,10
Corporate Events,Closed Won,1500.0,FIFTYANNUALOFF,quality of delivery,not target,Inbound,San Francisco,2018,9,2018,9
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,price,Inbound,Chicago,2018,9,2018,9
Sports Events,Closed Lost,1008.0,RENEWYEAR30,operations,no response,Inbound,Columbus,2018,9,2018,9
Corporate Events,Closed Lost,240.0,MONTH50REBATE,quality of delivery,not target,Inbound,Chicago,2018,10,2018,10
Corporate Events,Other,940.0,ANNUAL60DEAL,financial control,not target,Inbound,San Francisco,2018,10,2018,10
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,10,2018,10
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Jacksonville,2018,10,2018,10
Sports Events,Other,300.0,SAVEMONTH50SPECIAL,operations,not target,Inbound,Chicago,2018,10,2018,10
Sports Events,Closed Won,324.0,SLASH10,financial control,not target,Inbound,San Francisco,2018,10,2018,10
Corporate Events,Closed Lost,324.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,10,2018,12
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,San Diego,2018,10,2018,2
Educational Seminars,Closed Lost,768.0,HALFYEAR20G,financial control,lost to competitor,Inbound,Chicago,2018,10,2018,3
Corporate Events,Closed Won,240.0,DISCOUNT50POWER,operations,not target,Inbound,San Antonio,2018,10,2018,10
Sports Events,Closed Won,240.0,SAVEMONTH50G,operations,not target,Inbound,Chicago,2018,10,2018,10
Corporate Events,Closed Won,450.0,TRIALFREE,financial control,not target,Inbound,Chicago,2018,10,2018,12
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,operations,not target,Inbound,Phoenix,2018,10,2018,11
Sports Events,Closed Lost,768.0,HALFYEAR20G,operations,lost to competitor,Inbound,Chicago,2018,10,2018,10
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,Jacksonville,2018,4,2018,4
Corporate Events,Closed Won,960.0,SEMESTER20DEALAGAIN,operations,not target,Inbound,Columbus,2018,4,2018,5
Corporate Events,Closed Lost,1008.0,2SEMESTERS20OFF,financial control,no response,Inbound,Chicago,2018,4,2018,12
Corporate Events,Closed Won,760.0,2SEMESTERS20OFF,quality of delivery,not target,Inbound,Chicago,2018,4,2018,5
Corporate Events,Closed Won,1008.0,RENEW30YEARLY,quality of delivery,not target,Inbound,Denver,2018,4,2018,4
Corporate Events,Closed Won,760.0,2SEMESTERS20OFF,financial control,not target,Inbound,New York,2018,4,2018,11
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,financial control,no response,Inbound,Chicago,2018,11,2018,11
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2018,11,2018,11
Sports Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,11,2018,12
Educational Seminars,Closed Lost,720.0,SAVEMONTH50G,financial control,no product fit,Inbound,Chicago,2018,11,2018,11
Corporate Events,Closed Lost,360.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2018,11,2018,11
Corporate Events,Closed Lost,324.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,San Francisco,2018,11,2018,11
Corporate Events,Closed Won,240.0,DISCOUNT50POWER,operations,not target,Inbound,Chicago,2018,11,2018,11
Educational Seminars,Closed Lost,1344.0,2SEMESTERS20OFF,financial control,no response,Inbound,San Francisco,2018,11,2018,12
Sports Events,Closed Lost,360.0,MONTHSAVE25DEAL,operations,lost to competitor,Inbound,Dallas,2018,11,2018,11
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2018,11,2018,11
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,11,2018,11
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Dallas,2018,11,2018,11
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,11,2018,11
Sports Events,Closed Won,960.0,YEARLY60,operations,not target,Inbound,Chicago,2018,11,2018,11
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,San Diego,2018,11,2018,11
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,operations,no budget,Inbound,Indianapolis,2018,11,2018,12
Sports Events,Closed Won,150.0,MONTH75SPECIAL,quality of delivery,not target,Inbound,Fort Worth,2018,9,2018,10
Corporate Events,Closed Lost,960.0,ANNUAL60DEAL,quality of delivery,no response,Inbound,Chicago,2018,9,2018,12
Corporate Events,Closed Lost,300.0,2SEMESTERS20OFF,operations,no response,Inbound,San Francisco,2018,9,2019,1
Corporate Events,Closed Lost,768.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2018,9,2018,12
Corporate Events,Closed Lost,200.0,SAVING75QUARTER,financial control,no product fit,Inbound,San Francisco,2018,9,2019,1
Sports Events,Other,1303.7540329575022,2SEMESTERS20OFF,financial control,not target,Inbound,Chicago,2018,9,2018,9
Corporate Events,Closed Lost,200.0,2SEMESTERS20OFF,financial control,no response,Inbound,Chicago,2018,9,2018,12
Educational Seminars,Closed Won,240.0,SAVEMONTH50G,financial control,not target,Inbound,Chicago,2018,10,2018,10
Corporate Events,Closed Won,360.0,SAVE25LESS,financial control,not target,Inbound,San Antonio,2018,12,2018,12
Corporate Events,Closed Won,324.0,10OFFREDUCED,operations,not target,Inbound,Chicago,2018,12,2018,12
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2018,12,2018,12
Educational Seminars,Closed Lost,1344.0,ANNUAL30BONUS,financial control,no response,Inbound,San Francisco,2018,12,2019,1
Corporate Events,Closed Lost,150.0,QUARTERLY75OFF,financial control,lost to competitor,Inbound,Chicago,2018,12,2018,12
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,San Francisco,2018,12,2018,12
Educational Seminars,Closed Won,768.0,HALFYEAR20G,quality of delivery,not target,Inbound,Columbus,2018,12,2018,12
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Washington,2018,12,2018,12
Educational Seminars,Closed Won,1344.0,ANNUAL30BONUS,operations,not target,Inbound,Austin,2019,3,2019,3
Sports Events,Closed Won,240.0,SAVEMONTH50G,operations,not target,Inbound,Chicago,2019,4,2019,4
Sports Events,Closed Won,1344.0,ANNUAL30BONUS,quality of delivery,not target,Inbound,Chicago,2019,4,2019,6
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,4,2019,4
Educational Seminars,Closed Won,600.0,PROMOCODE,financial control,not target,Inbound,Chicago,2019,4,2019,4
Corporate Events,Closed Won,150.0,ECONOMY75DISCOUNT,operations,not target,Inbound,Washington,2019,4,2019,1
Corporate Events,Closed Lost,324.0,2SEMESTERS20OFF,operations,no product fit,Inbound,Jacksonville,2019,4,2019,1
Sports Events,Closed Lost,300.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,4,2019,6
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,1,2019,1
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2019,1,2019,1
Corporate Events,Closed Lost,360.0,SAVE25LESS,operations,no product fit,Inbound,Chicago,2019,1,2019,1
Sports Events,Closed Lost,300.0,2SEMESTERS20OFF,operations,no response,Inbound,Chicago,2019,1,2019,1
Sports Events,Closed Won,1344.0,ANNUAL30BONUS,operations,not target,Inbound,Chicago,2019,1,2019,1
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,1,2019,1
