Id,Source,Discarded/Nurturing Reason,Acquisition Campaign,City
odfrmyys,Inbound,Not Target,,Chicago
tj91nfp7,Inbound,Not Target,,Chicago
aegka8ij,Inbound,Competitor,,Chicago
uqheur4i,Inbound,Not feeling,,Washington
80g4urym,Outbound,Wrong Data,,San Jose
mafb2s40,Inbound,Not Target,,
g9r3v0gc,Outbound,Wrong Data,,Indianapolis
adp50tlq,Inbound,Unreachable,,San Antonio
j3900qwc,Outbound,Not Target,,San Francisco
16khq3wk,Inbound,Black list,,Chicago
40jzn5vm,Inbound,Black list,,Chicago
z49ppfnk,Outbound,,,San Francisco
mxswzxp0,Inbound,Not Target,,San Diego
w35ati81,Inbound,Not Target,,Philadelphia
jxp9br77,Inbound,Not Fit,,Columbus
ohamc07d,Outbound,,,
bpb3uuyc,Inbound,,,
ugm39d5w,Inbound,Unreachable,,Houston
nnjge3yl,Inbound,Unreachable,,Chicago
cey6vx7n,Inbound,Competitor,,
hla92mu4,Inbound,Not feeling,,Chicago
xp4jb0ec,Inbound,Not Target,,San Francisco
elu5cili,Outbound,,,
wkl7frnq,Inbound,Not the right moment,,Jacksonville
upem8cep,Inbound,Not feeling,Follow-up: digital guide 2,Houston
s2acqgis,Outbound,Not Target,,
tatakum2,Inbound,Not Target,,Washington
3sxcwq7x,Outbound,Competitor,Follow-up: digital guide 2,
wup20nv9,Inbound,Not the right moment,Follow-up: digital guide 2,San Antonio
gbq2ec26,Inbound,Wrong Data,,
vmvcjtpi,Inbound,Not Fit,,Chicago
aps168jq,Outbound,,,San Francisco
dxid46v2,Inbound,,,New York
s2f5bhku,Inbound,Unreachable,,Seattle
6i9xuxkn,Inbound,Not the right moment,,Jacksonville
3a182ybc,Inbound,Not the right moment,,Chicago
c7jjlj3q,Inbound,Not Target,,Chicago
971kdgnh,Inbound,,,San Francisco
8ab9wx21,Inbound,Not Target,,Chicago
fat8bpc8,Inbound,Not Fit,,Chicago
5n6biad3,Inbound,Not Target,,Los Angeles
uoumv9q6,Outbound,Not the right moment,,Fort Worth
irb49co7,Inbound,Unreachable,,San Francisco
9dpaxz5u,Outbound,Not Target,,
lonct9b8,Inbound,Unreachable,,Austin
pdyj0chn,Inbound,Not the right moment,,Phoenix
7igcnyyw,Inbound,Not the right moment,Follow-up: digital guide 2,San Jose
d7x0ps4k,Inbound,Unreachable,,Fort Worth
5iii88n6,Outbound,Unreachable,,Denver
2e31ctay,Inbound,Not feeling,,
48z36rgo,Inbound,Not Target,,San Diego
at3nh7ua,Inbound,Not the right moment,Follow-up: digital guide 2,Austin
6ju9riyk,Inbound,Not Target,,Washington
u1cbz1t1,Outbound,Wrong Data,,
phffihrc,Inbound,Not the right moment,,San Diego
am7ejm7q,Inbound,Not Target,,
42ebwcb3,Inbound,Not feeling,,Chicago
wzu8xmhp,Inbound,Wrong Data,,Chicago
ab7cd8ep,Inbound,Not feeling,,Chicago
2yvk125z,Inbound,Not Fit,,Denver
zcd3rrk1,Inbound,Not Target,,
imi8l8w1,Inbound,Not the right moment,Follow-up: digital guide 2,
sxkt2fv8,Inbound,Not Target,,San Diego
s9mfu9fg,Inbound,Not the right moment,,Chicago
ilo9f1pz,Inbound,Unreachable,,San Francisco
yg21fdf2,Outbound,Not Target,,San Francisco
69p2zafo,Inbound,,,Chicago
7aurktuv,Inbound,Not the right moment,Follow-up: digital guide 2,Denver
oscvl738,Inbound,Wrong Data,,
q3k3y6ae,Inbound,Wrong Data,,
r8v2r0bu,Inbound,Unreachable,,San Francisco
kudqp1r4,Inbound,,,San Francisco
geqw6wkz,Inbound,Competitor,Follow-up: digital guide 2,Columbus
wb62yfz4,Inbound,Not feeling,,
umeeyrxi,Inbound,Unreachable,,
9kpsydsv,Inbound,Unreachable,Follow-up: digital guide 2,
1yyqdeqd,Inbound,Not Target,,San Diego
uga948oi,Outbound,,,San Diego
7j1az6u8,Inbound,Not feeling,,San Diego
cxqsz1m9,Inbound,Not feeling,Follow-up: digital guide 2,Jacksonville
crywb0gt,Inbound,Not feeling,Follow-up: digital guide 2,
ms5gsuyz,Inbound,Not Fit,,San Antonio
tpfuyhvk,Outbound,Not Target,,San Francisco
kbq9ll0g,Inbound,Not Target,,San Jose
ww4yx8q7,Inbound,Not Target,,Fort Worth
18g16ha5,Inbound,Not the right moment,,San Francisco
1pr3h3t8,Inbound,Not Target,,San Diego
m6bd73j9,Inbound,Not the right moment,,Washington
cca85cw4,Inbound,Not Target,,
6te7lhgc,Inbound,,,San Francisco
59eq5mxt,Inbound,,,Jacksonville
dc96zx49,Inbound,Not feeling,,
8fkhjibm,Inbound,Not the right moment,,San Diego
wm8w0mlj,Inbound,Unreachable,Follow-up: digital guide 2,Austin
zu9r3t6b,Inbound,Competitor,,Chicago
51f2ogv0,Inbound,Not Target,,Washington
yg35lnoe,Inbound,Not Target,,San Francisco
p4g10a7o,Inbound,Unreachable,,Indianapolis
ccsz3l8p,Outbound,Not the right moment,,
e9g5ybqg,Inbound,Unreachable,,Chicago
4kgjntho,Inbound,Not the right moment,,
8iyis0h0,Inbound,Not the right moment,,San Diego
rw4jmgds,Inbound,Not Fit,,San Diego
emx94vja,Outbound,,,San Francisco
97bz10cu,Inbound,Not the right moment,,Chicago
wf18czgx,Inbound,Unreachable,,San Diego
no7vxpco,Inbound,Not Target,,New York
krv5sdrv,Inbound,Not the right moment,,Washington
wkctx6kn,Inbound,Unreachable,,San Francisco
14migx28,Inbound,Not Target,,Chicago
u64v0ygg,Outbound,Not feeling,Follow-up: digital guide 2,San Francisco
akwb5vr2,Inbound,Competitor,,San Francisco
hsefrsti,Inbound,,,
liry2mm6,Outbound,Not Target,,Columbus
28agm55e,Inbound,Unreachable,,Phoenix
6xmrz7y1,Outbound,Not feeling,,Chicago
3tmw1o0n,Inbound,Not Fit,,San Jose
0xg9bnsu,Inbound,Not Target,,
sx73ucvc,Inbound,Not Target,,San Antonio
rbur08z3,Inbound,Unreachable,,Columbus
3z1l4cfq,Outbound,Unreachable,Follow-up: digital guide 2,Los Angeles
9m9b7iac,Inbound,,,Chicago
8xofj909,Outbound,Not Target,,
ds7lymtf,Inbound,Wrong Data,,Jacksonville
zj0yuodr,Inbound,,,
w1lvthyq,Outbound,Not Target,,San Antonio
ubl7pqmi,Inbound,Not Target,,San Francisco
k2fxpy4g,Inbound,Not the right moment,,
4fvekrym,Inbound,Unreachable,,San Francisco
5953vzlm,Inbound,Not Fit,,San Francisco
74tbomrs,Outbound,Not feeling,Follow-up: digital guide 2,Los Angeles
0293jal7,Inbound,Not Fit,,Austin
sxwar5sz,Inbound,Not feeling,,Philadelphia
opyqhjpu,Inbound,,,San Francisco
44z84cct,Outbound,Not Target,,San Diego
xori7ng3,Inbound,Not feeling,TechEvent,Washington
khg8vzh3,Inbound,Not Target,,Chicago
3mzq7zwm,Outbound,,,Indianapolis
yr73ixw6,Inbound,Unreachable,,Chicago
76vl7sac,Inbound,Not the right moment,,San Francisco
mn32jspr,Outbound,Not Target,,Chicago
n2wio9ne,Inbound,Not the right moment,,Chicago
xybv1ffe,Inbound,,,New York
38rsu91n,Inbound,Competitor,,San Diego
c1eoeva5,Inbound,,,New York
jkkjpsjb,Outbound,Not Target,,San Jose
aggquh1o,Inbound,Unreachable,,San Francisco
60tcb7m6,Inbound,Unreachable,,New York
jskpwidp,Outbound,Not Target,,Phoenix
p3uw0fv8,Outbound,,,San Francisco
1y25w8fo,Inbound,Not feeling,,
3fa6gi6z,Outbound,Not the right moment,Follow-up: digital guide 2,
6711kv8v,Inbound,Wrong Data,,
k0hofhay,Outbound,Not feeling,Follow-up: digital guide 2,Chicago
9tczzlqu,Inbound,Competitor,,Chicago
yw24x6b3,Outbound,Unreachable,,Columbus
141wadnm,Inbound,Not Fit,,San Antonio
k53ju29n,Inbound,Black list,,San Francisco
cxiwcd1p,Outbound,Competitor,,Austin
tvj8an25,Inbound,Not Fit,,Chicago
4oosnprl,Inbound,Wrong Data,,Chicago
v2ojb7ro,Inbound,Not Target,,Los Angeles
pkpjluxg,Outbound,Not Target,,San Diego
883p0ylh,Inbound,Not Target,,
lcp4q0h4,Inbound,Wrong Data,,New York
ed0t5cz1,Inbound,Not Fit,,Chicago
nx7myna0,Inbound,Black list,,San Francisco
uqos95d9,Inbound,Not Target,,San Jose
dkepp7g6,Outbound,Wrong Data,,Charlotte
g1bbwg5h,Inbound,,,Chicago
l9yluvoc,Outbound,Not Target,,Jacksonville
b4avlcbv,Inbound,Unreachable,,San Diego
fsjwatws,Inbound,Not feeling,,Chicago
t3tgnotw,Outbound,,,Washington
f39wgv86,Inbound,Unreachable,,San Diego
0xpf9vkf,Inbound,Wrong Data,,Washington
ejwjd1ic,Inbound,,,Columbus
zrjrw12p,Outbound,Not Target,,
unhemz5c,Inbound,Unreachable,,Chicago
xxdjs93s,Inbound,Unreachable,,San Antonio
vfovdysu,Outbound,Not Target,,Fort Worth
ck7jj68y,Inbound,Not feeling,,San Diego
8cg3d28y,Inbound,Unreachable,,Chicago
6jtcg8zf,Inbound,Not the right moment,,San Francisco
483uh0oz,Outbound,Competitor,,Indianapolis
js0iup0i,Inbound,Not the right moment,,Chicago
fz1sgapz,Inbound,Unreachable,,Denver
5gvivfvu,Outbound,Not the right moment,Follow-up: digital guide 2,Charlotte
uqr9o5ak,Inbound,Unreachable,,Indianapolis
2q2aszrv,Outbound,Not the right moment,Follow-up: digital guide 2,San Jose
hr4biknq,Outbound,,,Columbus
z12ah5r9,Inbound,Not Fit,,
5z2nt71l,Outbound,,,Seattle
c5u891o3,Inbound,Not the right moment,,Chicago
ct1r6eni,Outbound,Not the right moment,,San Francisco
nb0a3kqp,Inbound,,,San Diego
nz0ao167,Outbound,Not Target,,Austin
k39h129h,Inbound,Not Fit,,Chicago
zicayiv6,Inbound,,,Chicago
f9lzs27w,Outbound,Not Target,,San Francisco
hf52n98w,Inbound,Not Fit,,New York
8sqgk8mf,Outbound,Not feeling,,
475gyfhi,Inbound,Not the right moment,,San Antonio
v7j77t7i,Inbound,Not Target,,
pl6wnehd,Inbound,Not Fit,,Seattle
y8ddx8t9,Outbound,Unreachable,,San Francisco
rhmkfz9a,Outbound,Not feeling,,Columbus
itt5oioj,Inbound,Not Fit,,Austin
2c6647x4,Inbound,Not Target,,
iikbwr2h,Outbound,Not Target,,Indianapolis
jyob9ocu,Inbound,Unreachable,,San Francisco
m6e2txyv,Outbound,Not Target,,
xa6cthx5,Inbound,Not the right moment,,Chicago
e4v22ffy,Inbound,Not feeling,,San Francisco
niq3fmha,Inbound,Not Fit,,San Francisco
eork24qf,Inbound,Not feeling,,San Antonio
76y50y4j,Outbound,Not feeling,,
il34n0kz,Outbound,,,San Jose
7vo1jx1h,Inbound,Unreachable,,San Diego
ppjn8rvr,Outbound,Not Target,,San Antonio
o02d7q9t,Inbound,Wrong Data,,Phoenix
4l1f4hjf,Inbound,Unreachable,,San Francisco
i5cdabyg,Inbound,Not the right moment,Follow-up: digital guide 2,Seattle
6y2f1i45,Inbound,Not the right moment,,Chicago
vl6qzctr,Inbound,,,San Diego
p0psztjk,Inbound,Not Fit,,
lb82nm7e,Outbound,Not Target,,
u7c5vxgf,Inbound,,,Austin
cw0cncm8,Inbound,Wrong Data,,Denver
98f6rt9m,Outbound,Wrong Data,,
sirxniky,Inbound,Not feeling,,Chicago
duuc02yk,Outbound,Not Target,,Jacksonville
0hgdc08x,Inbound,Competitor,,Jacksonville
9epuqolx,Outbound,,,
g9t4b00w,Inbound,Wrong Data,,Seattle
yr5x726g,Inbound,Not Target,,Chicago
vbj9afwd,Outbound,Not Target,,San Francisco
qmmjy3dn,Inbound,Not Target,,Dallas
96o59jwx,Inbound,Not Target,,New York
u7c6wtbk,Outbound,Not Target,,
w6amxwjk,Inbound,Not feeling,,
8129itmx,Outbound,Not Target,,
lashuacg,Inbound,Competitor,,San Francisco
bd9bmhse,Inbound,Not Target,,San Jose
71wsoesv,Inbound,Unreachable,,Indianapolis
kp47masr,Inbound,,,Jacksonville
7jowbnnn,Inbound,Not Target,,
r45pf11n,Inbound,Not feeling,,San Francisco
e64ns407,Inbound,Wrong Data,,
zn5me9fs,Outbound,Not Target,,
spkiuxkb,Inbound,,,
botufckb,Inbound,Not Target,,Chicago
7bmxha56,Outbound,Not Fit,,Chicago
95mz8cj8,Inbound,Not feeling,,Chicago
nt4q1u3a,Inbound,Not Target,,Charlotte
9pvmkqtk,Outbound,Not the right moment,,
n843trlk,Inbound,Not the right moment,,Jacksonville
3ygky4s5,Inbound,Not Fit,,San Francisco
6lllj9i9,Inbound,Not Target,,Chicago
6oe6p2hd,Inbound,Unreachable,,San Francisco
z4jgz2m7,Inbound,Not Target,,San Francisco
38dczlhc,Outbound,No show,Follow-up: digital guide 2,Chicago
vqfreg1d,Inbound,Not the right moment,,Jacksonville
wpmamv7p,Inbound,Not Target,,Seattle
n4kgje88,Inbound,Not Target,,Jacksonville
cfkae3gr,Inbound,Not feeling,,
7sescf4x,Inbound,Not Target,,
lqf9la1v,Inbound,Competitor,,
tfgg52z0,Inbound,Not Fit,,Philadelphia
4bba3yn2,Inbound,Unreachable,,
24m7ty4d,Inbound,Not feeling,,Phoenix
1q2ydrdp,Outbound,Not Target,,Chicago
0xrsmnlh,Outbound,Not Fit,,Charlotte
ojslvbwe,Inbound,Not Target,,San Diego
d4okk5es,Inbound,Not Fit,,Chicago
bxmjrk6f,Outbound,Not feeling,Follow-up: digital guide 2,Phoenix
igojhgi3,Inbound,Unreachable,,San Antonio
zvlau13d,Inbound,Not Target,,Phoenix
eiyad2yx,Inbound,Not Target,,
wi0nxitu,Inbound,Not Target,,
qh0cdj63,Inbound,,,Philadelphia
4hp0s7ea,Outbound,Not Target,,Jacksonville
pf3k3nx4,Inbound,Not Fit,,Austin
lfitf7mn,Outbound,Not Target,,Phoenix
l57nr1cd,Inbound,Competitor,,Chicago
q11csg5o,Inbound,Not the right moment,,
ifkym0gx,Inbound,Not the right moment,Follow-up: digital guide 2,Washington
k37itg20,Inbound,Unreachable,,
1pe39gdy,Outbound,Not the right moment,Follow-up: digital guide 2,
e41ighn9,Inbound,Not the right moment,,
az89hxm0,Outbound,Not the right moment,Follow-up: digital guide 2,San Diego
j0wyaeni,Inbound,Wrong Data,,
3tnta32q,Outbound,Not Target,,Chicago
ho8ch2f2,Inbound,Not the right moment,,Houston
emgxq6xy,Outbound,Competitor,Follow-up: digital guide 2,
hvi4aign,Inbound,,,
an0eaw68,Inbound,Competitor,,
pa7ssqto,Outbound,Not Target,,Chicago
ska4k5c2,Inbound,Wrong Data,,Charlotte
spkotuak,Inbound,Already Customer,,
7dyqk4jf,Outbound,Not Target,,Philadelphia
46hjt2x8,Inbound,Not Fit,,San Antonio
bflb4u0q,Inbound,Not feeling,,San Jose
s4mc72k6,Outbound,Not the right moment,Follow-up: digital guide 2,Jacksonville
z8jao00a,Inbound,Not Target,,Chicago
w45nwm0h,Outbound,Not the right moment,,Columbus
sztqnh0e,Inbound,Not Target,,San Diego
2sv3sp7f,Inbound,Not Target,,New York
euiuuo3k,Outbound,,,Chicago
m684mgsf,Outbound,,,Jacksonville
bzqgyc0c,Inbound,Not the right moment,,
0w7379th,Inbound,Unreachable,,Los Angeles
r8oi236z,Inbound,Not feeling,,Washington
1g9yn668,Inbound,Not Target,,Denver
obz3um26,Inbound,Not Fit,,Phoenix
0p7qp9ys,Outbound,Not Target,,
nh52mhxf,Inbound,,,Jacksonville
oegwc653,Inbound,Not Fit,,San Antonio
18t7m9wy,Inbound,Not Fit,,San Francisco
it5h61xb,Inbound,,,San Francisco
125jh85r,Outbound,Not the right moment,,San Diego
54i7tokb,Inbound,,,Chicago
totqjos2,Inbound,Not the right moment,,
qkom6v6r,Outbound,Not Target,,Chicago
tcfyf045,Inbound,Unreachable,,Fort Worth
86n5lumu,Inbound,,,
8oszwjj0,Outbound,Unreachable,Follow-up: digital guide 2,Austin
etmkrsno,Inbound,Not Fit,,Philadelphia
dm19pjfw,Inbound,Not the right moment,,Chicago
ozrbcjdy,Outbound,Not Target,,Dallas
5837wugm,Inbound,,,
01c49ua1,Outbound,Competitor,Follow-up: digital guide 2,San Francisco
20lhumq9,Inbound,,,Washington
i38pkvl4,Inbound,Unreachable,,San Francisco
hb4oqfkr,Inbound,Unreachable,,
up34c6s7,Inbound,Not Fit,,Fort Worth
q0dpbsk4,Outbound,Not the right moment,Follow-up: digital guide 2,
f3ts5hq3,Inbound,Not the right moment,,San Antonio
2uunecnz,Inbound,Not Target,,San Francisco
bxgckhwj,Inbound,Not the right moment,Follow-up: digital guide 2,
83nbn42i,Inbound,,,Indianapolis
d0ksxjoo,Inbound,Not Target,,San Francisco
lpek6f1p,Outbound,Competitor,,San Francisco
p2wlxc9p,Inbound,Wrong Data,,San Antonio
7z6e02qk,Inbound,Not feeling,,San Francisco
k5o5ses9,Outbound,Competitor,,San Antonio
mfjjae1d,Inbound,,,Jacksonville
u9sdal8t,Outbound,Not Fit,,Chicago
duj7g4hc,Inbound,Not Fit,,Jacksonville
h0uosftx,Inbound,Not Target,,San Francisco
77ln45oo,Outbound,Competitor,,
w3g4216h,Inbound,Not Target,,Chicago
0nykppz1,Inbound,Not Target,,San Francisco
wxrxtsuh,Inbound,Not Target,,San Francisco
6ycxhzel,Inbound,Unreachable,,
76eeeu56,Inbound,Not Fit,,Chicago
nrrar0qw,Inbound,Wrong Data,,
xgzdl928,Inbound,Not Fit,,San Francisco
97mcmhrf,Inbound,Not the right moment,,Houston
dxe2zhvf,Outbound,Wrong Data,,
lzikuved,Inbound,Unreachable,,San Francisco
falc0d7z,Inbound,Not Fit,,San Jose
scud6mpb,Outbound,Not Target,,
9wuw3cxf,Inbound,Unreachable,,
xeg5utod,Outbound,Black list,,San Jose
d6my1xxf,Inbound,Wrong Data,,Phoenix
wai5vmmr,Inbound,,,Chicago
5ibz478q,Outbound,Not feeling,,
idsbzj07,Inbound,Not Target,,
z54rer5l,Outbound,Not Target,,
283lv4cl,Inbound,Not the right moment,,Chicago
9scq3k9r,Inbound,,Event Management Guide,Chicago
j18594eg,Inbound,Not Target,,San Francisco
allioozt,Inbound,Not Target,,San Diego
net89t0m,Inbound,Not the right moment,,San Francisco
3q6ggbnw,Inbound,Not the right moment,,Charlotte
x04blcgn,Inbound,Not the right moment,,San Francisco
9zijipeu,Outbound,Not the right moment,,
tw8kw4ph,Inbound,Not feeling,,Denver
5lrvpwvy,Inbound,,,Chicago
tsxpm973,Outbound,Competitor,Follow-up: digital guide 2,San Francisco
o0qv7nxc,Inbound,Not Target,,Chicago
2s0mw82m,Outbound,Not Target,,
v9ppylr9,Inbound,Not Fit,,Chicago
nlox3m1e,Inbound,,,Chicago
g3zf1bvw,Outbound,Not Target,,San Antonio
yqfcz8qz,Inbound,Not the right moment,,San Francisco
7ttw577y,Inbound,Not Target,,San Francisco
i4idkjs2,Inbound,Not Target,,Chicago
3gvdfynj,Inbound,Not Fit,,
ygdrih2r,Inbound,Not Fit,,Austin
y9k5yxom,Inbound,Not the right moment,,Indianapolis
zreqd0j4,Inbound,Not Fit,,Chicago
jh0x4l2o,Inbound,Not Target,,Washington
cq1cq3iw,Inbound,,,Seattle
240r8b30,Outbound,Not Fit,,Jacksonville
dhpzc8nu,Outbound,Not Fit,,
5r1gfeyf,Inbound,Not Target,,Chicago
of6dv2bp,Inbound,Not feeling,,Philadelphia
0tfo11n2,Inbound,Not Target,,Chicago
dft6b7zy,Inbound,Unreachable,,
1yutr04n,Inbound,Not Fit,,San Antonio
dsmiuw9j,Outbound,Not Target,,
gsifjbpq,Inbound,Not Fit,,Washington
9rdebbe8,Inbound,Not Target,,
u3tqqqbm,Inbound,Not Fit,,San Diego
rrgtlu6j,Outbound,Competitor,,Phoenix
foay8o27,Inbound,Not feeling,,Jacksonville
984ygiad,Inbound,Competitor,,Phoenix
zfph3frh,Inbound,Not Fit,,
bw7ffywg,Inbound,Not the right moment,,Chicago
irf6srfr,Inbound,,,Jacksonville
725e136p,Outbound,Not Target,,
udqkutbl,Inbound,Wrong Data,,San Francisco
hs95he4m,Inbound,Not Target,,
2vuwhvxv,Outbound,Not feeling,Follow-up: digital guide 2,
9753nl2z,Inbound,Not the right moment,,Chicago
ugnxgg1t,Inbound,,,Chicago
u2ti5j6f,Inbound,Wrong Data,,San Antonio
0lxgqvcn,Inbound,Not the right moment,,Austin
krq73wnh,Inbound,Unreachable,Follow-up: digital guide 2,San Francisco
ut8lxszo,Inbound,Unreachable,,San Jose
62q13oqs,Inbound,Unreachable,,
bblser5t,Inbound,Not Target,,San Francisco
6k8549rc,Outbound,Not Target,,Denver
jr8ihg3c,Inbound,Not the right moment,,Chicago
y17t14bm,Inbound,Not the right moment,,San Francisco
rc3pasbp,Outbound,Not feeling,Follow-up: digital guide 2,Chicago
flw2g51d,Inbound,Black list,,San Diego
3eduo1xt,Outbound,Unreachable,,Chicago
tt221473,Inbound,Not Target,,
yknsc68g,Inbound,Not feeling,Follow-up: digital guide 2,
rb6avww7,Inbound,Not Target,,San Francisco
4xuhu1vi,Outbound,Unreachable,Follow-up: digital guide 2,
h4khvv87,Inbound,Not feeling,,San Francisco
csfoaocd,Inbound,,,Charlotte
xnsidqw6,Inbound,Not Fit,,Chicago
27qf5joa,Inbound,Not the right moment,,
hpd2wrxt,Inbound,Not feeling,,Chicago
28z5x6l8,Inbound,Black list,,
wr4u7cvv,Inbound,Not the right moment,,San Diego
n6sx70tg,Inbound,,,San Antonio
1sqcd8y0,Inbound,Competitor,,
lwgh3qnf,Inbound,Not Target,,Houston
lsy1h0mt,Inbound,Not the right moment,Follow-up: digital guide 2,Chicago
hbw5a7g2,Inbound,Unreachable,,San Diego
e0nxmolc,Inbound,Not Target,,San Diego
lqg22upp,Inbound,Unreachable,,
z8jsge5q,Outbound,Unreachable,,
sdxualfg,Outbound,Not Target,,
p34qt3wk,Inbound,Competitor,,San Diego
ob25hdrr,Inbound,Wrong Data,,Chicago
z1b7voim,Inbound,Not Fit,,
siar3hvy,Outbound,Not Target,,Indianapolis
22hwc5yg,Inbound,,,San Diego
5g823g1e,Inbound,Competitor,,
9uoyaft6,Inbound,Not Target,,Dallas
l5g7yu57,Inbound,Not Target,,San Francisco
fh6w4p3j,Outbound,Not Target,,
n7tjotew,Inbound,Not the right moment,,Indianapolis
0g4ux0xd,Outbound,Not Target,,
3kaqi2bl,Inbound,Not the right moment,,Chicago
oyn3aq9j,Inbound,Wrong Data,,
hoxuu07d,Inbound,Not Target,,
hut1wh8u,Inbound,Not the right moment,,
h5s8zg3x,Inbound,Not Target,,Chicago
k2sndjg3,Inbound,Not Target,,Washington
ee9ptvzu,Inbound,Not Target,,Philadelphia
zzxcb4p0,Inbound,Not feeling,,San Diego
sidy0t1m,Outbound,Not Fit,,Seattle
c808tq8g,Outbound,,,San Francisco
yqbp4jr6,Outbound,Not Fit,,Houston
vps94dg5,Inbound,Competitor,,San Jose
stfufypl,Inbound,,,Columbus
a2o3t0a3,Outbound,Not Target,,
dxz24ewo,Inbound,Unreachable,,San Francisco
belsiae9,Inbound,Not feeling,Follow-up: digital guide 2,
91lnlgnn,Inbound,Not Fit,,San Jose
sm7txfec,Inbound,Not feeling,,Chicago
kg1nje8j,Outbound,Not Target,,
r8cg0ogk,Inbound,Unreachable,,Chicago
suffspzz,Inbound,,,Charlotte
8d448d60,Inbound,Not Target,,San Jose
l1fw95x8,Inbound,Unreachable,,San Jose
bug89y8b,Inbound,Not Target,,Washington
s7km9yje,Inbound,Not Target,,Chicago
3sowny0i,Inbound,Unreachable,,San Francisco
2es2evv4,Inbound,Not Target,,Columbus
zqsssxq9,Outbound,Not the right moment,Follow-up: digital guide 2,Jacksonville
lf2zdb2y,Inbound,Not Target,,Dallas
i4es2nsb,Inbound,Not Target,,San Jose
stev7r0c,Inbound,,,Seattle
58zgzmjt,Inbound,Not Target,,San Diego
7rth4tfl,Inbound,Unreachable,,Columbus
xjwhm3nc,Inbound,Unreachable,,Chicago
i9eie3k1,Outbound,Not Target,,
txk9gvdq,Inbound,,,San Francisco
2kri3gn1,Inbound,Unreachable,,Chicago
1hsyax6x,Inbound,Unreachable,,
af35bklm,Inbound,Not Target,,San Diego
p3hmum6g,Inbound,Wrong Data,,Houston
2os2ef1r,Inbound,,,
s5wodfvc,Inbound,Wrong Data,,
xft8h1ld,Inbound,,,San Jose
l5735dl3,Inbound,,,Chicago
qipwz2z7,Inbound,Not Target,,San Antonio
4uo66j4n,Inbound,Not Target,,Chicago
qhhwe4kh,Inbound,,,
gcvk0qze,Inbound,Unreachable,,Dallas
514sfaqq,Inbound,Not Target,,Washington
4ljv83pr,Inbound,,,San Francisco
vl6xsd2w,Inbound,Not Fit,,Indianapolis
tku03jxg,Inbound,Not feeling,,
856mcw1q,Inbound,Not Target,,San Antonio
dyljhbzv,Inbound,Not Target,,
1esz1ym7,Inbound,Unreachable,,Philadelphia
7ipw302p,Inbound,Not the right moment,,Chicago
dle25b4s,Inbound,,,
n7h2ufl5,Inbound,Not feeling,,Chicago
dqtw2kwt,Inbound,Not feeling,,Chicago
3yv0e3up,Inbound,Black list,,San Jose
ctixae4j,Inbound,Unreachable,,Indianapolis
8cq16637,Inbound,Not Target,,Dallas
8jgy03b3,Inbound,Competitor,,Jacksonville
a24qjdxl,Inbound,Not the right moment,,San Francisco
zdtwir9l,Inbound,Not the right moment,,
zfxmyvjp,Inbound,Not Fit,,
md2ichaz,Inbound,Not feeling,,San Diego
p8kl2dzx,Inbound,Competitor,,Chicago
qbrrxbhp,Inbound,Not the right moment,,Chicago
oi6kyt9p,Inbound,Not feeling,,Chicago
5wg41k8l,Outbound,Unreachable,Follow-up: digital guide 2,New York
1a6erf0j,Inbound,Unreachable,,Chicago
zv44qdsu,Inbound,Not the right moment,,Jacksonville
s2nz0u23,Outbound,Not Target,,San Francisco
gjopezwf,Inbound,Not the right moment,,San Diego
iqqr5gg4,Inbound,Not Target,,
cu40xtuv,Outbound,Not Target,,
33hdy8ff,Outbound,,,Chicago
xs6xctgd,Inbound,Not the right moment,,Indianapolis
9ohc8orw,Outbound,Not feeling,,Dallas
q4548tw8,Inbound,,,Chicago
lf6etn47,Inbound,Not Target,,
qgnt0cfw,Inbound,Not Fit,,Chicago
92zm6foq,Inbound,Not Fit,,
bl6jxgcy,Inbound,Unreachable,,Chicago
heh0uklb,Inbound,Unreachable,,Austin
mrfv9emw,Inbound,,,San Francisco
gyoscuk7,Inbound,Unreachable,Follow-up: digital guide 2,Denver
xmmsm03b,Inbound,Not the right moment,,Chicago
zm67j4eu,Inbound,Wrong Data,,
uxiltd7t,Outbound,,,Jacksonville
735dtow8,Inbound,Not the right moment,,
6gf5mmop,Inbound,Not Target,,San Francisco
0czd1ykn,Inbound,Not Target,,San Francisco
6jy0as85,Inbound,Unreachable,,San Francisco
sy7qvwsf,Outbound,Not the right moment,Follow-up: digital guide 2,
tthfeqdw,Inbound,Not Target,,
5dstpdwe,Inbound,Not Target,,Chicago
d56rjnta,Outbound,Not Target,,Los Angeles
r1gsz0qr,Inbound,Not the right moment,,Seattle
memp40by,Outbound,Competitor,Follow-up: digital guide 2,Phoenix
l8i4gga5,Inbound,Not Fit,,Seattle
krm1nd53,Inbound,Unreachable,,
eiiia7vv,Outbound,,,Los Angeles
jbfgicab,Inbound,Not Target,,Chicago
bsc4x9ra,Outbound,Not the right moment,,Chicago
6j8cmvdj,Inbound,Not feeling,,Jacksonville
qvevcmpu,Inbound,Not Fit,,
7nc6t7v6,Inbound,Not Target,,Chicago
g45x6wzc,Inbound,Not Fit,,
37fo53dw,Inbound,Not Target,,Houston
v68dc3u4,Outbound,Competitor,,Seattle
s9jgrqk3,Inbound,Not Fit,,San Jose
2t6bdr0h,Inbound,Not Target,,Los Angeles
