Id,Source,Discarded/Nurturing Reason,Acquisition Campaign,City
9iztg5jm,Inbound,Unreachable,Follow-up: digital guide 2,Seattle
0jccz6e0,Outbound,Not feeling,,Jacksonville
gyaexjg9,Inbound,Not Fit,,San Diego
806u8ues,Inbound,Not Fit,,San Diego
ti1ytnbv,Outbound,Not Target,,Columbus
srutcslg,Inbound,Competitor,,San Diego
mxglfgsd,Inbound,,,
456h1cuj,Outbound,,,San Jose
1nqda5o1,Inbound,Unreachable,,
ktt2yloz,Inbound,,,Los Angeles
jnnm3afg,Outbound,Not Target,,Chicago
609x57gd,Inbound,Not Target,,
rcy5kcjv,Outbound,Not the right moment,,New York
9zniiblb,Inbound,Unreachable,,Chicago
awo4uz5k,Inbound,Not the right moment,Follow-up: digital guide 2,
ygttcakr,Outbound,Not Target,,Phoenix
3ntlm7kk,Inbound,Competitor,,Dallas
8g5uq3lk,Inbound,Wrong Data,,
8im3kakl,Inbound,Not the right moment,,Chicago
21odfhya,Inbound,Not Target,,
0ay6473d,Inbound,Not Fit,,Seattle
43xd8vfw,Outbound,Unreachable,,
syiycsa4,Inbound,Not Target,,Chicago
a4s2icj1,Outbound,Not Target,,
69yp2e6k,Inbound,Not the right moment,,
vtwqmorv,Inbound,Unreachable,,San Diego
1ahbcmu9,Inbound,Competitor,,Austin
9yl82jmk,Inbound,Not the right moment,,San Antonio
0jb6pja6,Outbound,Unreachable,,Jacksonville
zq6dn24j,Inbound,Not the right moment,,San Francisco
y8mfb4re,Inbound,Unreachable,Follow-up: digital guide 2,Washington
zwbue0kp,Inbound,Not Target,,San Jose
zmz4ea44,Inbound,,,Jacksonville
d4120c98,Inbound,,,
6ev1cjex,Inbound,Not Target,,Chicago
mrwkerq8,Inbound,Not Target,,New York
nhshib35,Outbound,,,
pfoizn2a,Inbound,,,San Francisco
q1drqf6w,Inbound,Not the right moment,,Philadelphia
nd8eanot,Outbound,,,
ben7ow9b,Inbound,Wrong Data,,Fort Worth
89xxe5jv,Outbound,Not Target,,
ma4p8kot,Inbound,Unreachable,,Chicago
oseym8x8,Inbound,Not feeling,,San Francisco
55pmk49y,Inbound,Unreachable,Follow-up: digital guide 2,
ftjtbtui,Outbound,,,Jacksonville
5tdbmliu,Inbound,Unreachable,,Dallas
48gjp8jh,Inbound,Not Target,,San Antonio
ler9iieb,Outbound,Not Target,,
qd6lc0io,Inbound,Wrong Data,,
hc37yh6e,Inbound,Not feeling,Event Management Guide,San Antonio
4wi828f6,Outbound,Not Target,,
tg4720ms,Inbound,Unreachable,,San Diego
1ie955rx,Inbound,Not Target,,Chicago
etshesjh,Outbound,Not Target,,San Antonio
meq0piae,Inbound,Not the right moment,Follow-up: digital guide 2,New York
ib0noauz,Outbound,Not Target,,
cfm6t5ac,Inbound,Competitor,,Chicago
fuw1rr2b,Inbound,Not the right moment,Follow-up: digital guide 2,
thywzsv3,Outbound,Not Target,,New York
ued2h1qy,Inbound,Not Target,,
gqnnzu4y,Inbound,,,Denver
q9np5h92,Inbound,Unreachable,,
s7dawr84,Inbound,Unreachable,,
9akoye7z,Outbound,Not Target,,San Jose
opu6tbgj,Inbound,Unreachable,,Washington
cnaq81uu,Outbound,Not the right moment,,Chicago
idnsczs5,Inbound,Not Target,,San Francisco
ekrc5u32,Outbound,Not feeling,,
osk1i3wb,Inbound,,,Washington
ot8eq3zw,Inbound,Not Target,,San Diego
631yd1fo,Inbound,,,Washington
7hejsaiy,Inbound,Not Target,,Washington
h8vrtapg,Outbound,Not feeling,,Chicago
fz4iblyr,Inbound,Black list,,
4xbkkbgc,Outbound,Not the right moment,,
y4j5pkej,Inbound,Unreachable,,San Jose
3bddkso1,Inbound,Wrong Data,,Dallas
ljml5s8a,Inbound,Unreachable,,Chicago
10k34ayb,Inbound,Not feeling,,San Francisco
iwlvtuo8,Outbound,Not Target,,
jf6867vg,Inbound,Competitor,,Los Angeles
05mldziv,Inbound,Competitor,Follow-up: digital guide 2,San Francisco
kram3o5f,Outbound,Wrong Data,,Phoenix
pj0ezf65,Inbound,Not the right moment,,Fort Worth
lf11xil6,Inbound,Not Fit,,
ju15igoa,Outbound,Not the right moment,,
rxpxqis3,Inbound,Not feeling,,
3ufb455l,Inbound,Unreachable,Follow-up: digital guide 2,
nqcqyvmt,Outbound,Unreachable,,
ve672v78,Inbound,Competitor,,
x258m55x,Inbound,Competitor,Follow-up: digital guide 2,Chicago
zjwo9mud,Inbound,,,
v11knrz2,Inbound,Unreachable,,
r1gyceg1,Inbound,Not Fit,,
k4bfdy23,Outbound,Unreachable,,San Antonio
ydfuoh5a,Inbound,Not Target,,Chicago
vile5p2b,Inbound,Not the right moment,Follow-up: digital guide 2,
c6dmhqei,Outbound,Not Target,,
hu9hc5dg,Inbound,,,Seattle
5lzqjgp3,Outbound,Wrong Data,,
kf7kammn,Inbound,,,San Francisco
szolzbcm,Outbound,Competitor,,
fht93z7w,Inbound,,,San Francisco
k0mnrh9z,Inbound,Unreachable,,
7rlzqacv,Outbound,Not feeling,,Chicago
gcdkjnvx,Inbound,Not Target,,San Diego
abhuoq6q,Outbound,Not Target,,Austin
l8gw4cki,Inbound,,,
inpd7wts,Inbound,Not feeling,Follow-up: digital guide 2,
iwnrnd0p,Inbound,Not Target,,San Jose
j21r0c3r,Outbound,Not Fit,,
i4gx0q0d,Inbound,,,Chicago
npyofkgn,Inbound,Not Target,,
ejxt23dm,Inbound,,,
mi58tu9p,Inbound,Not the right moment,Follow-up: digital guide 2,
e4soerrm,Inbound,Not Fit,,Chicago
u449gioe,Inbound,Not Target,,
n4qrw78c,Outbound,Not feeling,,Austin
534yeog5,Inbound,Not the right moment,Follow-up: digital guide 2,
5qefz66h,Inbound,Not feeling,,San Diego
qvnmhpkb,Outbound,Unreachable,,San Diego
ghzaa4yi,Inbound,Not the right moment,,Chicago
4w9bji46,Inbound,Not Target,,
yjfylplx,Outbound,Not Target,,
yaq2xj1h,Inbound,Unreachable,,San Diego
vscw5vg4,Inbound,Not Target,,Chicago
ugc44x02,Outbound,Not Fit,,Philadelphia
rtdib3o7,Inbound,Not the right moment,,San Diego
rg38176u,Outbound,Not Target,,
gl4fen0z,Inbound,Not feeling,Follow-up: digital guide 2,Chicago
6w4nucvw,Outbound,Not Target,,
52yjqrwm,Inbound,,,Chicago
vjyx6k4x,Inbound,Unreachable,,Washington
7h3blqwc,Outbound,Not Target,,San Francisco
mf5gljha,Inbound,Not the right moment,,Jacksonville
jqum71tf,Inbound,Not Fit,,San Jose
gjdn827x,Outbound,Not the right moment,,San Francisco
hn9b8kj4,Inbound,,,Jacksonville
81hgz1gv,Inbound,Unreachable,,San Jose
obwgb4km,Inbound,,,San Antonio
obn85gar,Inbound,Not the right moment,,Chicago
xawauyim,Inbound,Not Fit,,Charlotte
ddajvx18,Inbound,Competitor,,San Diego
52n9robf,Inbound,Unreachable,Follow-up: digital guide 2,Seattle
0vbvqeqk,Inbound,Not Target,,Chicago
tweshpbz,Inbound,Not Fit,,
njsknv5c,Outbound,Unreachable,,
9uq4o1g1,Inbound,Competitor,,Charlotte
sd4c7tqm,Inbound,Unreachable,,San Jose
n9jvtqnf,Inbound,Not the right moment,Follow-up: digital guide 2,Columbus
wpc3wnir,Outbound,Not Target,,San Francisco
g0mdlv34,Inbound,Unreachable,,
40nfc7dy,Inbound,Not Fit,,Chicago
yerrwkjz,Outbound,Unreachable,,
1r42ekga,Inbound,Not Fit,,San Francisco
bnnje0r8,Outbound,Not Target,,Jacksonville
wghmvo9o,Inbound,Competitor,Follow-up: digital guide 2,Houston
efiotnx9,Inbound,Not feeling,,Chicago
fkhhapxr,Inbound,Competitor,Follow-up: digital guide 2,
u3m2yt5w,Outbound,,,
k4rmnodi,Inbound,Not feeling,,
pi01b1id,Outbound,Competitor,,San Francisco
pt3uifkv,Inbound,Not feeling,Follow-up: digital guide 2,
vh49ncaa,Inbound,Not Target,,
yxuwcn8q,Inbound,Unreachable,,Washington
dic26two,Inbound,Not Target,,San Diego
473moomm,Outbound,Not Target,,Los Angeles
i5142ry0,Inbound,Not Target,,San Francisco
3gc0zits,Inbound,Not Target,,
orb1bigh,Inbound,,,
4b3hfdpz,Inbound,Not Fit,,
xhqnf2o3,Inbound,Competitor,,Philadelphia
myvok8if,Inbound,Not feeling,Follow-up: digital guide 2,
ualroz7z,Outbound,Not feeling,,San Diego
7obm7624,Inbound,Competitor,,Washington
61hdp67x,Inbound,Wrong Data,,Chicago
lmw73yxh,Outbound,Unreachable,,San Jose
f9h0j1fw,Inbound,Not feeling,,
3onxz6yi,Inbound,Not feeling,,Phoenix
pdfukeyf,Inbound,Competitor,,Jacksonville
bx14ogu4,Inbound,Not Target,,Chicago
swx1rfmj,Inbound,Unreachable,,
ymeyd89r,Inbound,Unreachable,,Washington
qqrm00hg,Inbound,Not the right moment,,Chicago
g61cem11,Inbound,Unreachable,,Indianapolis
oboq4j6u,Inbound,Not Target,,
6vembtdz,Inbound,Unreachable,,San Diego
we3c57p3,Inbound,Not feeling,,Chicago
2kdnxw5n,Inbound,Not Target,,Chicago
s7785r9j,Inbound,Unreachable,Follow-up: digital guide 2,Phoenix
vpd35kcg,Inbound,Competitor,,San Jose
qkho8b4x,Inbound,Unreachable,Follow-up: digital guide 2,San Diego
ljw3mzzw,Inbound,Not Target,,
m6fon5ha,Inbound,Not feeling,,Washington
m8zkt6i7,Inbound,,,Chicago
qre25o0q,Inbound,Not Target,,Houston
v0t824rq,Inbound,Not Target,,San Diego
wkbt6gbc,Inbound,Wrong Data,,Fort Worth
kr48h6oi,Inbound,Not Target,,Seattle
e7jwa0tb,Inbound,Wrong Data,,Chicago
mopadtao,Inbound,,,Fort Worth
nlx1p35j,Inbound,Unreachable,,
5maw32dc,Inbound,Wrong Data,,Seattle
xq3bza6s,Inbound,Not feeling,,
yzvsv2d9,Inbound,Wrong Data,,Washington
amtru6g7,Inbound,Unreachable,,Jacksonville
a1qkmxwq,Inbound,Unreachable,,Washington
75fuslr4,Inbound,Unreachable,,
zjyjs5dq,Inbound,Not Target,,Columbus
lc5dxug7,Inbound,Not Fit,,Chicago
knrrkc5d,Inbound,Wrong Data,,San Jose
drdx2y2r,Inbound,Not feeling,,Chicago
lgpipn6b,Inbound,,,Austin
ze6chl2i,Inbound,Not the right moment,,Columbus
pt1i23ek,Inbound,Not the right moment,Follow-up: digital guide 2,Jacksonville
fxbi8v57,Inbound,Unreachable,,San Francisco
dqrbtcf3,Inbound,Not feeling,Follow-up: digital guide 2,San Antonio
56jv75ta,Inbound,Not Target,,San Francisco
5lfhzx44,Inbound,Not feeling,,Denver
8kukzh7c,Inbound,Wrong Data,,
i8ahbamb,Inbound,,,
4ag7crok,Inbound,Unreachable,,
ry5s2czq,Inbound,,,Chicago
6907p0w2,Inbound,Not Target,,
cwq401a9,Inbound,Not feeling,Follow-up: digital guide 2,
5cke0u02,Inbound,Competitor,,San Diego
9i1e3812,Inbound,,,San Francisco
lboxkqcg,Inbound,Not Target,,Columbus
wk4ow40j,Inbound,Not Fit,,
50y5bhto,Inbound,Wrong Data,,Chicago
omzs9xao,Inbound,Competitor,,San Jose
ozvgmdt1,Inbound,Not Target,,
0em8pp0j,Inbound,Unreachable,,Denver
92k5ec34,Inbound,Not Target,,New York
w8cl3e2x,Inbound,Not Target,,San Antonio
fer8nxw6,Inbound,,,San Jose
jcd2s1j7,Inbound,Unreachable,,Phoenix
5ks06q8w,Inbound,Unreachable,Follow-up: digital guide 2,
yyiuvxw6,Inbound,,,
odmbaocn,Inbound,Competitor,,Chicago
hqjncuze,Outbound,,,San Diego
sheq4gof,Inbound,Not Target,,
hka3344p,Inbound,Not Target,,Chicago
r4v2rj4g,Inbound,Wrong Data,,
2dvbg3vt,Outbound,Not Target,,Los Angeles
sigvj8en,Inbound,Not feeling,,
r8av6nsf,Inbound,Not Target,,Chicago
ebcih7z9,Inbound,Not the right moment,Follow-up: digital guide 2,
46nfyp17,Inbound,Competitor,,
4cl0ublk,Inbound,Not Target,,
hwr6lmkd,Outbound,Not Target,,
uu20k0ti,Inbound,Not Target,,
zmusefj3,Outbound,,,Chicago
6lclq0sn,Inbound,Not Target,,San Diego
0fdvv9sc,Inbound,Unreachable,Follow-up: digital guide 2,Chicago
i47cf6sm,Outbound,Not Target,,Charlotte
eww5fkog,Inbound,Not Fit,,Philadelphia
8oileulf,Outbound,Not Target,,Denver
hio0bf4z,Inbound,Unreachable,,
6f8nxksz,Inbound,,,
ph7whpcr,Inbound,Not Fit,,New York
x86e51f0,Inbound,Wrong Data,,Charlotte
kwuce0tg,Inbound,Not Target,,
979nz4o4,Inbound,Unreachable,Follow-up: digital guide 2,Washington
js18k9c2,Inbound,Not the right moment,,Houston
p02uxca9,Outbound,Wrong Data,,
6b29be3a,Inbound,Unreachable,Follow-up: digital guide 2,Denver
gvgco4ii,Inbound,Competitor,,San Diego
hb0av6j0,Inbound,Not feeling,Follow-up: digital guide 2,San Diego
fq94tpa9,Inbound,Not feeling,,
dgaswlem,Inbound,Wrong Data,,
4k5nhw93,Inbound,Not the right moment,,New York
9rdc5p0n,Outbound,Not the right moment,,Los Angeles
tnyo1p40,Inbound,Not the right moment,,
eogwaukx,Outbound,Not the right moment,,
oa7rmdhn,Inbound,Not the right moment,,Philadelphia
k1ngnhlw,Inbound,Not Target,,
j0mnlg0o,Outbound,Not Target,,
ygxefsn8,Inbound,Unreachable,,New York
0y6kx5dr,Outbound,Not the right moment,,
s4x4nhrn,Inbound,,,
pjq3hr9s,Inbound,Unreachable,Follow-up: digital guide 2,Jacksonville
ipi65zpz,Inbound,Unreachable,Follow-up: digital guide 2,
e73yf1y8,Outbound,Not Target,,Seattle
35wpkrg0,Inbound,Wrong Data,,Philadelphia
sxs4xg4m,Inbound,,,
c7grthpc,Inbound,Not Fit,,Chicago
k2778n3a,Inbound,Not Target,,
f70vkjo5,Inbound,Not the right moment,Event Management Guide,Chicago
d29qyong,Inbound,Not Target,,
f0jj6k11,Inbound,Not feeling,,San Diego
dpxffqkr,Inbound,Unreachable,,San Francisco
ewd7oopi,Outbound,Not Target,,
hqp2shs1,Inbound,Wrong Data,,San Diego
bym0ixy3,Inbound,,,Charlotte
84extthe,Inbound,,,San Diego
wqpkz97z,Outbound,Not Target,,Indianapolis
419yrk2y,Inbound,Unreachable,,Philadelphia
rog4sqsh,Inbound,Not Fit,,Jacksonville
qgu13de4,Inbound,Unreachable,,Chicago
jrg1vwp6,Outbound,Unreachable,,
mbaakas8,Inbound,Not Target,,Chicago
ml64jzz8,Inbound,Unreachable,,Jacksonville
30s90rgh,Outbound,Not feeling,,
9x71w3dv,Inbound,Not Target,,Austin
7rva0bp7,Inbound,Not Target,,Columbus
xdss9bv1,Inbound,Competitor,Follow-up: digital guide 2,San Diego
asqt0onk,Outbound,Not Target,,
ezje65p5,Inbound,Wrong Data,,San Diego
z3cusg29,Inbound,Not feeling,,Charlotte
hzvf7khf,Inbound,Not Target,,Phoenix
kl1i4o6w,Inbound,Not Fit,,
x2flg6iy,Outbound,Not feeling,,San Diego
iqf82px8,Inbound,Wrong Data,,
dvmebmri,Outbound,Not Target,,
w3nogybs,Inbound,Wrong Data,,Houston
m0lp27gw,Inbound,Not the right moment,Follow-up: digital guide 2,San Francisco
pzxx33bp,Inbound,Unreachable,,
zt1zen78,Inbound,Not feeling,,San Francisco
bu3tvlhq,Inbound,Not Target,,
59w6p0k5,Outbound,Not feeling,,
v0ohhzfd,Inbound,Not the right moment,,San Diego
73iy6i4r,Inbound,Unreachable,,
cw914q64,Inbound,Not Target,Follow-up: digital guide 2,
18t7isq3,Outbound,Not Target,,
eydt2wck,Inbound,Unreachable,,Washington
wh7n60x3,Inbound,Unreachable,Follow-up: digital guide 2,Chicago
nuosfzr6,Inbound,Not the right moment,,Austin
5tmo03ne,Inbound,Not Target,,
3hmqzcpr,Outbound,Unreachable,,San Francisco
r980g50k,Inbound,Unreachable,,Chicago
vrzlc6je,Inbound,Not feeling,,
lnvyri5m,Outbound,,,San Francisco
1rpvhsz1,Inbound,Not Target,,Chicago
s60ohpo6,Outbound,Not Target,,
xuunkyy6,Inbound,Not Fit,,
ycr3n2l3,Inbound,Not feeling,,San Diego
gckiovam,Inbound,Not Target,,Los Angeles
0k25px3f,Inbound,Unreachable,,
10xyqy63,Inbound,Wrong Data,,Chicago
2yq4uh0x,Inbound,,,
vxs4k0pr,Inbound,Not the right moment,,San Francisco
crrpfhtk,Inbound,,,
hx7pslvs,Outbound,Not Fit,,
1dtsond1,Inbound,Not Target,,Austin
2andmlov,Inbound,Not Fit,,Seattle
vcdaen6d,Inbound,,,New York
eose5f3h,Inbound,Not Target,,
bpupiftf,Inbound,Wrong Data,,Chicago
ss9qcjg9,Inbound,,,San Francisco
uxrgjq3t,Inbound,Not Target,,San Diego
zp5v4e8t,Inbound,Wrong Data,,
17kq11tv,Inbound,Not the right moment,Follow-up: digital guide 2,
cp4xpiwz,Inbound,Not feeling,,
dj297oy7,Inbound,Unreachable,Follow-up: digital guide 2,Indianapolis
tzdnl28v,Outbound,Not Target,,Phoenix
b7h0nzsc,Outbound,,,
oortrgf0,Inbound,Not Target,,New York
jycqq7kz,Inbound,Not Target,,San Diego
ep4wjvie,Inbound,Not Target,,Washington
6vqhw3zl,Inbound,Competitor,Follow-up: digital guide 2,San Diego
od69ry0i,Outbound,Not feeling,,San Diego
wrnlvw4o,Inbound,Unreachable,,
xored81u,Inbound,Not feeling,Follow-up: digital guide 2,Jacksonville
kvu0yn3x,Outbound,Wrong Data,,
axj6ppgc,Inbound,Not Target,,San Francisco
5saaud10,Outbound,Not Target,,Seattle
f28wi0dr,Inbound,Not the right moment,,San Jose
qifoou3j,Inbound,Not Target,,
fpy6h40m,Outbound,Not Target,,Houston
0mrivtti,Inbound,Not the right moment,,San Diego
409eyd00,Inbound,Wrong Data,,Chicago
94y4u3sm,Inbound,Not the right moment,Follow-up: digital guide 2,Washington
44m9gdz6,Outbound,,,
w2anve96,Inbound,Unreachable,,San Francisco
i6ywoz3m,Inbound,No show,Follow-up: digital guide 2,
ls3qgm9c,Inbound,Unreachable,,
9a33f47y,Inbound,Competitor,,Phoenix
ovtsjolo,Inbound,Unreachable,,Seattle
dnj8x3o2,Inbound,Unreachable,,San Diego
2doqz7cj,Inbound,Not Target,,Indianapolis
rkaejqdu,Inbound,Unreachable,,
d7et7tf8,Inbound,Unreachable,Follow-up: digital guide 2,Chicago
vu60c5fv,Outbound,Not Target,,
u097lsv2,Inbound,,,Jacksonville
b5b28p6d,Inbound,Competitor,Follow-up: digital guide 2,Washington
d3nsdcvx,Inbound,,,Chicago
oe9p0q7u,Inbound,Not Target,,Chicago
xkq0ewn9,Outbound,Not Target,,
pwr6gerj,Inbound,Not feeling,,
ve065zlu,Outbound,Not Fit,,San Francisco
5najrv0u,Inbound,Unreachable,Follow-up: digital guide 2,Washington
jrbf0axf,Outbound,Not Target,,Jacksonville
9ehqwc1f,Inbound,Not Fit,,Chicago
kxgitzkz,Outbound,Not the right moment,,
tklndxqv,Inbound,,,Chicago
ugft2j83,Inbound,Wrong Data,,Fort Worth
xvxtdleu,Outbound,Wrong Data,,
whhj3gga,Inbound,Not Target,,Chicago
94r2uaur,Outbound,Not Target,,
lc83bsas,Inbound,Not the right moment,,San Diego
gyuzl6gd,Outbound,Not Target,,Jacksonville
0chy08i0,Inbound,Not Target,,Washington
ugulfrw5,Outbound,Wrong Data,,Columbus
3u7c2t12,Inbound,Not the right moment,,San Francisco
8fb4l7am,Outbound,Not Target,,
kmanl7xh,Inbound,Not feeling,,Chicago
88olwa05,Outbound,Not Target,,San Francisco
ublqnmit,Inbound,Not Target,,Chicago
7qitdakh,Inbound,Wrong Data,,Washington
ebrsec2u,Inbound,Not Target,,Chicago
16llxxxz,Inbound,Not Target,,
obe1iqbo,Inbound,Not Target,,Jacksonville
vokdfjkg,Inbound,,,Chicago
xc59uz43,Inbound,Not Target,,Indianapolis
e5xhl132,Inbound,Wrong Data,,San Diego
2d0h4217,Inbound,Not Target,,Jacksonville
kzuehblp,Outbound,Not Target,,
s541516b,Inbound,Not feeling,,
co386s9b,Inbound,,,Seattle
kyl7gkbz,Inbound,Wrong Data,,Jacksonville
wvrpukka,Outbound,Not Target,,Chicago
4vnxbx3a,Inbound,Not the right moment,,San Diego
v6dm1lc9,Inbound,,,San Diego
chrx0mlj,Inbound,Not Target,,
dr7qwsc5,Outbound,Not Target,,
1zescw75,Inbound,Not Fit,,San Francisco
ow25bxpf,Outbound,Competitor,,Chicago
e6lu0w4j,Inbound,Not the right moment,Follow-up: digital guide 2,San Jose
l7svgiad,Outbound,Not Target,,Phoenix
3ftj9i2g,Inbound,Not the right moment,Follow-up: digital guide 2,
lmt0s9br,Inbound,Unreachable,,Indianapolis
7ehju6oy,Inbound,Not the right moment,,Chicago
b9s1rjif,Inbound,Unreachable,,Chicago
bid9trsb,Outbound,Not Target,,
mj0a9q1v,Inbound,Not Fit,,San Francisco
rlya0837,Inbound,Not Target,,San Diego
ji1yg9a6,Inbound,Not Target,,Chicago
6mctsecs,Outbound,Not Target,,Chicago
opbn5tt5,Inbound,Not Target,,Los Angeles
crlv3ve4,Inbound,Unreachable,Follow-up: digital guide 2,Chicago
bb63t6wc,Outbound,Not Target,,
hnnh3qts,Inbound,Wrong Data,,
ngq2wjxh,Inbound,Not Target,,Washington
bwyeuvjz,Inbound,Not feeling,,Chicago
ah8lzc2w,Outbound,Not Target,,
a3n9l1i8,Inbound,Not the right moment,Follow-up: digital guide 2,Chicago
2vwx2rz0,Outbound,Not feeling,,San Francisco
hnt5zald,Inbound,Wrong Data,,Chicago
mll998ln,Inbound,Not Target,,Charlotte
ouijgdce,Inbound,Not the right moment,,
3tfd6zrr,Inbound,Not Target,,Jacksonville
220u6oq2,Inbound,Not Target,,Chicago
8yyyg7j3,Inbound,Unreachable,,San Antonio
8mym8lj9,Outbound,Not Target,,Indianapolis
rlrmzrmt,Inbound,Wrong Data,,New York
stjr3mz3,Inbound,Competitor,Event Management Guide,Chicago
j9abdrv1,Inbound,Not Target,,
3xdvdq4z,Outbound,Not Target,,
m5hx38mn,Inbound,Not Target,,
ak339583,Inbound,Not Target,,Jacksonville
p6gdf3ml,Outbound,Not Target,,San Antonio
8wc4nerb,Inbound,Unreachable,,Chicago
lae6qg3i,Inbound,Unreachable,Follow-up: digital guide 2,Dallas
qlgj3pxx,Inbound,Unreachable,,
c15hs5k7,Inbound,Wrong Data,,Chicago
t7v0uo48,Inbound,,,Phoenix
m4kdv32b,Outbound,Not Target,,
l63adt9h,Inbound,Not the right moment,,San Jose
xn32e57o,Outbound,Not Target,,Chicago
05hodvvh,Inbound,Unreachable,,San Diego
36acr26d,Inbound,Not Fit,,Denver
04ux1cq9,Inbound,,,Chicago
ntpu4vha,Inbound,Wrong Data,,
n8n986j5,Inbound,Not Target,,
yjr6hiov,Inbound,Unreachable,Follow-up: digital guide 2,New York
7oaiayuy,Inbound,Not Target,,
uqwcvso6,Inbound,Not Target,,
v9qiuea2,Inbound,Not Target,,
9duntomd,Inbound,,,Chicago
w35n4k8o,Inbound,Not Target,,Charlotte
s5yiqr5s,Inbound,,,
es7dcm7i,Inbound,Not the right moment,Follow-up: digital guide 2,San Francisco
cuaj40kj,Inbound,Not Target,,San Francisco
0vrh8re0,Inbound,Unreachable,,Chicago
5xf84602,Inbound,Not the right moment,Follow-up: digital guide 2,San Diego
2oceh361,Inbound,Not Target,,
jmx1jcy0,Inbound,Not the right moment,,San Diego
k5omfend,Inbound,Not Target,,Columbus
i3wau39y,Inbound,Not the right moment,,Washington
2pfc3j5l,Inbound,No show,Follow-up: digital guide 2,Columbus
xdjls1u5,Outbound,,,
id2tipch,Inbound,Competitor,,San Diego
an01de80,Inbound,Unreachable,,Columbus
m5vn9qip,Inbound,Not the right moment,,Washington
e4hnd6rv,Inbound,,,Chicago
fosf4o5e,Outbound,Wrong Data,,
un6tuzkr,Inbound,Wrong Data,,Indianapolis
jyzei0fq,Inbound,Unreachable,,
75m6muj4,Inbound,,,
b80z124n,Inbound,Not Target,,Phoenix
38ojcc6d,Inbound,Not Target,,Philadelphia
ujsky5jn,Inbound,Unreachable,,
2ivim8jp,Inbound,Not Target,,Chicago
bnx3l2uf,Outbound,Not Target,,
o97f9xk5,Inbound,No show,,
364e03qd,Inbound,Not feeling,,San Francisco
qf2tttzb,Inbound,Not Fit,,
ywt7597k,Inbound,Unreachable,Follow-up: digital guide 2,Dallas
r4z839nt,Inbound,Not Target,,Fort Worth
8xj77360,Outbound,Not Target,,San Diego
1yqkbrzy,Inbound,Not feeling,Follow-up: digital guide 2,
ek85ctq2,Inbound,Not Target,,Austin
vumyery8,Inbound,Not the right moment,Follow-up: digital guide 2,
4fuuqdfn,Inbound,Not Target,,
3b3jbpfr,Inbound,Not the right moment,,
giy899r5,Inbound,Not feeling,Follow-up: digital guide 2,
y1gaqkbe,Outbound,Not Target,,San Francisco
gzy3gr5o,Inbound,,,Chicago
skxsnsg6,Inbound,Unreachable,Follow-up: digital guide 2,
rvmleq3j,Outbound,Not Target,,
ee7rb37s,Inbound,,,Chicago
054h2c56,Inbound,Not Target,,
9x34xk80,Inbound,,,San Francisco
7rb83aml,Inbound,Competitor,Follow-up: digital guide 2,
u6hhbg9k,Outbound,Not Target,,Chicago
0yizv882,Inbound,,,
gg5vjolp,Inbound,Not Fit,,San Francisco
yw1u98rs,Inbound,Unreachable,,San Antonio
i4vvaqwi,Inbound,Wrong Data,,
ts9qymox,Inbound,Not the right moment,Follow-up: digital guide 2,Chicago
gj1wnvhz,Inbound,Not Target,,San Jose
cjlbdez4,Outbound,Not Target,,
9mvb1vuc,Inbound,Unreachable,,San Francisco
dx0o125o,Inbound,Not the right moment,,
685o9xvq,Inbound,Not Target,,
pvoh0wyu,Inbound,,,Columbus
soud019v,Inbound,Unreachable,,San Antonio
mbf9kvai,Inbound,Not Target,,San Jose
q05zbtj7,Outbound,Not Target,,
q1s0w4xa,Inbound,Not Target,,Jacksonville
i0jqmlxn,Outbound,Not Target,,San Francisco
jcno4n93,Inbound,,,
qi0t219k,Outbound,Not Target,,
6odncmex,Inbound,Not Target,,
txpzznnz,Inbound,,,San Francisco
3rt1hvay,Inbound,Not feeling,Follow-up: digital guide 2,San Diego
5g0r88xq,Outbound,Not Target,,San Francisco
41rmbmmg,Inbound,,,Indianapolis
pgbcpkdb,Outbound,Not Target,,Chicago
w85pty6f,Inbound,,,Jacksonville
b23wi0it,Inbound,Not Target,,
rk117jjm,Outbound,Not Target,,San Francisco
1oot2eq1,Inbound,Wrong Data,,Chicago
5lqqq07r,Inbound,Unreachable,,Houston
od52y8kh,Inbound,Unreachable,,New York
o4a7dsqv,Outbound,Not Target,,
8saqvcxk,Inbound,,,San Francisco
yevqs2q9,Inbound,Not Fit,,
bxjzsi13,Outbound,Not the right moment,,Seattle
i8brc3iu,Inbound,,,Austin
h7ca0ur7,Inbound,Not Target,,Chicago
zwi7twcc,Outbound,Not the right moment,,
5ds3ja0f,Inbound,Unreachable,,San Francisco
l4kvygeu,Outbound,Not Fit,,Chicago
vwolbnwu,Inbound,Not Target,,San Diego
k4jv45q9,Outbound,Not the right moment,,San Francisco
wa2nionq,Inbound,Unreachable,,
8ydwjr35,Inbound,Not Target,,
qm81fhz4,Outbound,Not Target,,Columbus
4bu8a63d,Inbound,Not the right moment,Follow-up: digital guide 2,San Francisco
ylo77jtz,Outbound,Not the right moment,,
1tdoe296,Inbound,Not Target,,Chicago
074dd7hy,Outbound,No show,,San Francisco
piucxzh9,Inbound,,,Indianapolis
ki90ty1h,Outbound,Not Target,,Indianapolis
4376jbr4,Inbound,Unreachable,Follow-up: digital guide 2,San Francisco
hl0go1lg,Outbound,Not Target,,Jacksonville
